lost	top1_known	score	top10
ajasasaram	xapa	-24.8149	"[[""xapa"", -24.8149], [""ʃuːpːari"", -25.4413], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""apːa"", -25.9221], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""iːsˤaː́"", -26.7951], [""apijaː"", -26.8608], [""ʃiːetsːi"", -26.9883], [""Šï.ia(anta)"", -27.0585]]"
ajase	uk	-12.9775	"[[""uk"", -12.9775], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""uːxːi"", -13.4799], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""uxːi"", -13.7746]]"
ajasek	𒌷𒄩𒀜𒋾	-15.6764	"[[""𒌷𒄩𒀜𒋾"", -15.6764], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""uk"", -16.48], [""xuːʃ"", -16.7196], [""uːxːi"", -16.9592]]"
ajaseka	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""xuːʃ"", -19.6644], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""iːsˤaː́"", -19.8696]]"
ajasekan	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""iːsˤaː́"", -22.6737], [""xuːʃ"", -22.7327]]"
ajasekana	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒀸𒋗𒉿"", -25.2127], [""iːsˤaː́"", -25.6376], [""xuːʃ"", -25.8799]]"
ajasekanas	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""apːa"", -26.1188], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""xatːi"", -27.0814], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""ʃuːpːari"", -27.739]]"
ajat	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""eːʃ"", -12.3865], [""xus"", -12.8547], [""ʃum"", -12.8547]]"
ajatu	as	-11.8888	"[[""as"", -11.8888], [""xus"", -12.7068], [""uk"", -12.9792], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""ais"", -13.6831], [""itut"", -13.7264]]"
ajatur	iti	-13.2671	"[[""iti"", -13.2671], [""eːʃtsi"", -14.6857], [""aːsːa"", -14.8734], [""xapa"", -15.0882], [""eːtsːi"", -15.1872], [""aːtar"", -15.2202], [""eʃtsi"", -15.3002], [""as"", -15.395], [""uːxːi"", -15.6357], [""saːki"", -15.6571]]"
ajaturu	itut	-13.2643	"[[""itut"", -13.2643], [""xatkus"", -15.0672], [""xarkis"", -15.3016], [""xus"", -15.3782], [""neːpis"", -15.6608], [""patas"", -15.8126], [""italus"", -16.0346], [""atːas"", -16.0741], [""asːus"", -16.0741], [""kut"", -16.4745]]"
ajaturus	itut	-16.7686	"[[""itut"", -16.7686], [""eːʃtsi"", -17.2146], [""aːsːa"", -17.5671], [""ekutsi"", -17.8069], [""eʃtsi"", -17.8149], [""xapa"", -17.817], [""pata"", -17.8463], [""eːtsːi"", -18.1988], [""xatkus"", -18.2948], [""xastai"", -18.5641]]"
ajaturusa	itut	-20.2729	"[[""itut"", -20.2729], [""eːʃtsi"", -20.7189], [""aːsːa"", -21.059], [""ekutsi"", -21.2815], [""xapa"", -21.3176], [""eʃtsi"", -21.3193], [""pata"", -21.3505], [""eːtsːi"", -21.4641], [""xatkus"", -21.5787], [""xastai"", -21.9679]]"
ajaturusai	iːsˤaː́	-23.1335	"[[""iːsˤaː́"", -23.1335], [""itut"", -23.7771], [""eːʃtsi"", -24.2232], [""aːsːa"", -24.5463], [""eːtsːi"", -24.7096], [""ekutsi"", -24.7561], [""xapa"", -24.8183], [""eʃtsi"", -24.8237], [""pata"", -24.8546], [""xatkus"", -24.8993]]"
ajaw	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""eːʃ"", -12.3865], [""xus"", -12.8547], [""ʃum"", -12.8547]]"
ajawa	𒌷𒄩𒀜𒋾	-13.1999	"[[""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""eːʃ"", -15.6102], [""ʃum"", -16.0608], [""xus"", -16.0608]]"
aka	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒌷𒉈𒂊𒊭𒀸"", -10.7315], [""𒌷𒀀𒉿𒅈𒈾"", -10.7315], [""ku6"", -12.1474], [""aʃ"", -12.8387], [""wa"", -12.8387]]"
akan	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
akana	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
akanas	𒌷𒆷𒊍𒉺	-15.6764	"[[""𒌷𒆷𒊍𒉺"", -15.6764], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""apːa"", -19.3325], [""paːi"", -19.3343]]"
akanasi	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""apːa"", -22.7937], [""paːi"", -22.8004]]"
ama	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒌷𒉈𒂊𒊭𒀸"", -10.7315], [""𒌷𒀀𒉿𒅈𒈾"", -10.7315], [""ku6"", -12.1474], [""aʃ"", -12.8387], [""wa"", -12.8387]]"
amai	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
amain	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
amaina	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
amainaj	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""eːʃ"", -20.7229], [""xuːʃ"", -21.0696]]"
amainaja	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""eːʃ"", -24.2138], [""xuːʃ"", -24.5657]]"
amainajar	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""uːxːi"", -24.9306], [""𒀸𒋗𒉿"", -25.2127], [""uxːi"", -26.5911]]"
amainajare	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒀸𒋗𒉿"", -28.3678], [""uːxːi"", -28.4261], [""uxːi"", -30.0877]]"
aman	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
amana	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
amanad	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
amanada	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""ku6"", -24.2448], [""iːsˤaː́"", -25.6984]]"
amanadaw	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""ku6"", -27.4599], [""iːsˤaː́"", -28.4239]]"
amanadawa	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒀸𒋗𒉿"", -25.2127], [""ku6"", -30.7105], [""iːsˤaː́"", -31.2348]]"
amanadawai	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒀸𒋗𒉿"", -28.3678], [""ku6"", -33.9888], [""iːsˤaː́"", -34.1135]]"
amas	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""apːa"", -13.4828], [""paːi"", -13.4858], [""uk"", -13.4922]]"
amasi	𒀀𒀝𒉌𒅖	-13.1999	"[[""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""ku6"", -16.1858], [""praː"", -16.673], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346]]"
amasir	𒌷𒆷𒊍𒉺	-15.6764	"[[""𒌷𒆷𒊍𒉺"", -15.6764], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""uk"", -16.4697], [""ke"", -16.4749], [""apːa"", -17.3571]]"
amasiru	kut	-16.4723	"[[""kut"", -16.4723], [""ais"", -16.7508], [""ekːus"", -17.35], [""pekːus"", -17.7556], [""neːpis"", -17.9881], [""kuis"", -18.0172], [""kuit"", -18.0172], [""nakːis"", -18.031], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288]]"
amasirut	kut	-19.9792	"[[""kut"", -19.9792], [""ais"", -20.2578], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""ekːus"", -20.84], [""pekːus"", -21.1884], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055]]"
amasirute	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""kut"", -23.4861], [""ais"", -23.7648], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""ekːus"", -24.3177]]"
amat	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
amate	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
ame	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒌷𒉈𒂊𒊭𒀸"", -10.7315], [""𒌷𒀀𒉿𒅈𒈾"", -10.7315], [""ku6"", -12.1474], [""aʃ"", -12.8387], [""wa"", -12.8387]]"
amei	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
ameit	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
ameiti	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
ameu	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""as"", -12.6134], [""kut"", -12.7336], [""ais"", -12.8319]]"
ameun	𒌷𒄩𒀜𒋾	-13.1999	"[[""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""as"", -16.113], [""kut"", -16.1471], [""xus"", -16.3369]]"
ameuna	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""kut"", -19.5661], [""tuk"", -19.5844]]"
ameunak	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""iːsˤaː́"", -21.7222], [""aːsːa"", -22.6493]]"
