lost	top1_known	score	top10
rate	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
red	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
redi	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
redij	eːʃ	-10.1546	"[[""eːʃ"", -10.1546], [""aʃ"", -11.887], [""uːxːi"", -12.6662], [""araːʃ"", -12.8705], [""ke"", -12.974], [""aːsːa"", -13.1422], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999]]"
redija	eːʃ	-13.6607	"[[""eːʃ"", -13.6607], [""aʃ"", -15.3933], [""uːxːi"", -15.4412], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""ku6"", -15.7755]]"
rei	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
reik	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
reike	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""ku6"", -15.1857], [""praː"", -15.5914], [""eːʃ"", -15.7339]]"
reiket	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -18.3529], [""praː"", -18.6878]]"
reiketa	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""iːsˤaː́"", -21.5014], [""ku6"", -21.5713]]"
reiketan	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""iːsˤaː́"", -24.222], [""ku6"", -24.8273]]"
reiketana	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒀸𒋗𒉿"", -25.2127], [""iːsˤaː́"", -27.0379], [""ku6"", -28.112]]"
reiketanai	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒀸𒋗𒉿"", -28.3678], [""iːsˤaː́"", -29.9279], [""ku6"", -31.4194]]"
rej	eːʃ	-4.2259	"[[""eːʃ"", -4.2259], [""aʃ"", -4.8798], [""ke"", -5.9707], [""kuiʃ"", -7.2086], [""uːxːi"", -7.287], [""paːi"", -7.595], [""araːʃ"", -7.6064], [""xuːʃ"", -7.6083], [""uxːi"", -7.652], [""apːa"", -7.8569]]"
reja	eːʃ	-7.7296	"[[""eːʃ"", -7.7296], [""aʃ"", -8.3861], [""ku6"", -8.8055], [""ke"", -9.4749], [""uːxːi"", -9.7395], [""uxːi"", -10.2836], [""kuiʃ"", -10.6031], [""𒀸𒋗𒉿"", -10.6439], [""paːi"", -10.7311], [""araːʃ"", -11.0842]]"
rep	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
ret	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
reta	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
rid	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
rida	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
ridau	as	-11.8879	"[[""as"", -11.8879], [""uk"", -12.9731], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""kut"", -13.454], [""aːsːa"", -13.6092], [""aːtar"", -13.6228]]"
ruk	as	-4.8842	"[[""as"", -4.8842], [""uk"", -5.9733], [""itut"", -7.2432], [""kut"", -7.4172], [""ais"", -7.6005], [""atːas"", -7.6191], [""asːus"", -7.6191], [""utːar"", -7.6498], [""atːaʃ"", -7.6498], [""iti"", -7.6548]]"
ruka	as	-8.3914	"[[""as"", -8.3914], [""uk"", -9.4784], [""asːus"", -10.0708], [""atːas"", -10.0708], [""atːaʃ"", -10.0814], [""utːar"", -10.0814], [""itut"", -10.4535], [""𒀸𒋗𒉿"", -10.6439], [""iti"", -10.762], [""apːa"", -10.8145]]"
rukan	as	-11.8985	"[[""as"", -11.8985], [""asːus"", -12.8921], [""atːas"", -12.8921], [""atːaʃ"", -12.8974], [""utːar"", -12.8974], [""uk"", -12.9836], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999]]"
rukana	as	-15.4056	"[[""as"", -15.4056], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""atːas"", -15.8873], [""asːus"", -15.8873], [""atːaʃ"", -15.8905]]"
rukanas	apːa	-15.838	"[[""apːa"", -15.838], [""iti"", -16.7698], [""etsːi"", -16.7802], [""aːsːa"", -17.645], [""eːtsːi"", -17.8654], [""atːas"", -17.8767], [""asːus"", -17.8767], [""atːaʃ"", -17.8774], [""utːar"", -17.8774], [""ietsːi"", -18.0126]]"
rus	iti	-2.7558	"[[""iti"", -2.7558], [""as"", -4.8834], [""uk"", -5.2833], [""ke"", -5.2833], [""pata"", -5.2894], [""itut"", -5.9504], [""etsːi"", -6.1139], [""eʃtsi"", -6.1875], [""apːa"", -6.5781], [""ekan"", -7.0428]]"
rusa	iti	-6.2602	"[[""iti"", -6.2602], [""ku6"", -8.1236], [""as"", -8.3896], [""pata"", -8.7622], [""ke"", -8.786], [""uk"", -8.7886], [""itut"", -8.8592], [""apijaː"", -9.4339], [""ekaːn"", -9.4707], [""etsːi"", -9.5692]]"
rusai	iti	-9.7645	"[[""iti"", -9.7645], [""ku6"", -10.9514], [""as"", -11.8958], [""itut"", -11.9941], [""apijaː"", -12.037], [""ekaːn"", -12.1841], [""pata"", -12.2352], [""ke"", -12.2887], [""uk"", -12.2939], [""atːas"", -12.8254]]"
rusaid	iti	-13.2689	"[[""iti"", -13.2689], [""ku6"", -14.0565], [""apijaː"", -14.9536], [""ekaːn"", -15.1237], [""itut"", -15.2302], [""as"", -15.4021], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764]]"
rusaida	iti	-16.7733	"[[""iti"", -16.7733], [""ku6"", -17.2769], [""apijaː"", -18.0119], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""ekaːn"", -18.1885], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706]]"
rusaidaa	iti	-20.2776	"[[""iti"", -20.2776], [""ku6"", -20.5607], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""apijaː"", -21.1535], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""ekaːn"", -21.3332]]"
rusaidaau	itut	-20.2702	"[[""itut"", -20.2702], [""italus"", -21.7397], [""atːas"", -21.8695], [""asːus"", -21.8695], [""ekːus"", -22.4377], [""patas"", -22.6209], [""kut"", -22.7863], [""ekunas"", -22.8075], [""kursas"", -23.3423], [""palsas"", -23.3423]]"
rut	as	-4.8842	"[[""as"", -4.8842], [""uk"", -5.9733], [""itut"", -7.2432], [""kut"", -7.4172], [""ais"", -7.6005], [""atːas"", -7.6191], [""asːus"", -7.6191], [""utːar"", -7.6498], [""atːaʃ"", -7.6498], [""iti"", -7.6548]]"
rute	as	-8.3914	"[[""as"", -8.3914], [""uk"", -9.4784], [""asːus"", -10.0708], [""atːas"", -10.0708], [""atːaʃ"", -10.0814], [""utːar"", -10.0814], [""itut"", -10.4535], [""𒀸𒋗𒉿"", -10.6439], [""iti"", -10.762], [""apːa"", -10.8145]]"
rutei	as	-11.8985	"[[""as"", -11.8985], [""asːus"", -12.8921], [""atːas"", -12.8921], [""atːaʃ"", -12.8974], [""utːar"", -12.8974], [""uk"", -12.9836], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999]]"
ruteid	as	-15.4056	"[[""as"", -15.4056], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""atːas"", -15.8873], [""asːus"", -15.8873], [""atːaʃ"", -15.8905]]"
ruteidi	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""as"", -18.9127], [""atːas"", -18.9848], [""asːus"", -18.9848], [""atːaʃ"", -18.9869]]"
sai	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""ku6"", -9.1227], [""eːʃ"", -9.7284], [""praː"", -9.7797], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""iwr̩"", -10.0769], [""ke"", -10.2251]]"
said	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""ku6"", -12.0934], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""praː"", -12.5976], [""eːʃ"", -12.6683]]"
saida	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""ku6"", -15.1857], [""praː"", -15.5914], [""eːʃ"", -15.7339]]"
saidaa	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -18.3529], [""praː"", -18.6878]]"
saidaau	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""as"", -18.8952], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""uk"", -19.9766]]"
sar	uk	-5.9672	"[[""uk"", -5.9672], [""ke"", -5.9672], [""paːi"", -7.5939], [""apːa"", -7.6737], [""pai"", -8.0028], [""kenu"", -8.3201], [""pata"", -8.3201], [""uxːi"", -8.3283], [""aːsːa"", -8.3531], [""uːxːi"", -8.3531]]"
sara	ku6	-8.7985	"[[""ku6"", -8.7985], [""ke"", -9.468], [""uk"", -9.4697], [""𒀸𒋗𒉿"", -10.6439], [""paːi"", -10.7282], [""apːa"", -10.7833], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒀀𒀝𒉌𒅖"", -11.1101]]"
saram	ku6	-11.6293	"[[""ku6"", -11.6293], [""ke"", -12.9688], [""uk"", -12.9723], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742]]"
sarama	ku6	-14.7349	"[[""ku6"", -14.7349], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""iːsˤaː́"", -16.4063], [""ke"", -16.4697]]"
saraman	ku6	-17.955	"[[""ku6"", -17.955], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""iːsˤaː́"", -19.2074], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834]]"
saramana	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""ku6"", -21.2383], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""iːsˤaː́"", -22.1689]]"
saramanad	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""ku6"", -24.5618], [""𒀸𒋗𒉿"", -25.2127], [""iːsˤaː́"", -25.2186]]"
saramanada	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒀀𒀝𒉌𒅖"", -27.1456], [""ku6"", -27.9132], [""iːsˤaː́"", -28.3215], [""𒀸𒋗𒉿"", -28.3678]]"
sarame	ku6	-14.7349	"[[""ku6"", -14.7349], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""iːsˤaː́"", -16.4063], [""ke"", -16.4697]]"
saramei	ku6	-17.955	"[[""ku6"", -17.955], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""iːsˤaː́"", -19.2074], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834]]"
sarameit	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""ku6"", -21.2383], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""iːsˤaː́"", -22.1689]]"
sarameiti	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""ku6"", -24.5618], [""𒀸𒋗𒉿"", -25.2127], [""iːsˤaː́"", -25.2186]]"
sarameu	kut	-16.4639	"[[""kut"", -16.4639], [""ais"", -16.7476], [""ekːus"", -16.939], [""kuit"", -17.8841], [""kuis"", -17.8841], [""ku6"", -17.9545], [""patas"", -17.9621], [""purut"", -18.1097], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288]]"
sarameun	kut	-19.9708	"[[""kut"", -19.9708], [""ais"", -20.2546], [""ekːus"", -20.4265], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""ku6"", -21.2369]]"
sarameuna	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""kut"", -23.4777], [""ais"", -23.7616], [""ekːus"", -23.9059], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139]]"
sarameunak	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""iːsˤaː́"", -26.4158], [""kut"", -26.9846], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒀀𒀝𒉌𒅖"", -27.1456], [""ais"", -27.2686]]"
sarameunar	aːsːa	-23.2421	"[[""aːsːa"", -23.2421], [""aːitsːi"", -24.4392], [""pata"", -24.8483], [""eːtsːi"", -24.9934], [""ietsːi"", -25.2625], [""patːaːi"", -25.3303], [""apːa"", -25.4356], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""patːai"", -25.7163], [""pitːai"", -25.7163]]"
