lost	top1_known	score	top10
wajaadik	paːʈu	-18.3729	"[[""paːʈu"", -18.3729], [""poʈʈ-"", -18.4327], [""aʈʈu"", -18.9279], [""-oːʈu"", -19.9279], [""po"", -19.9429], [""poːr"", -20.8432], [""aːʈu"", -20.8496], [""patʃ-"", -20.8588], [""piːr"", -20.9218], [""paːmpu"", -20.9816]]"
wajaadiki	poʈʈ-	-21.6468	"[[""poʈʈ-"", -21.6468], [""paːʈu"", -21.8799], [""aʈʈu"", -22.4351], [""poːr"", -22.5913], [""piːr"", -23.2281], [""pokaj"", -23.3747], [""-oːʈu"", -23.4271], [""po"", -23.4501], [""paːraj"", -23.5511], [""pot̪"", -23.8047]]"
wajaadikit	peʈʈi	-23.6804	"[[""peʈʈi"", -23.6804], [""poʈʈ-"", -24.9195], [""paːʈu"", -25.3864], [""appa"", -25.9398], [""aʈʈu"", -25.9423], [""poːr"", -26.04], [""ajja"", -26.0461], [""kerri"", -26.1187], [""puli"", -26.1273], [""pula"", -26.1273]]"
wajaaj	poʈʈ-	-12.48	"[[""poʈʈ-"", -12.48], [""patʃ-"", -14.7537], [""aɳʈʈ-"", -14.9967], [""putʃ"", -15.6868], [""pitʃtʃ-"", -15.8215], [""aɳʈʈ"", -15.8284], [""peʈʈi"", -15.8741], [""paːʈa-"", -16.6648], [""peːtʃ-"", -16.6712], [""tʃuːʈ-"", -16.6791]]"
wajaaja	poʈʈ-	-15.2999	"[[""poʈʈ-"", -15.2999], [""patʃ-"", -17.6954], [""aɳʈʈ-"", -17.8937], [""putʃ"", -18.2053], [""peʈʈi"", -18.356], [""aɳʈʈ"", -18.3788], [""pitʃtʃ-"", -18.596], [""paːʈa-"", -19.2578], [""peːtʃ-"", -19.5723], [""tʃuːʈ-"", -19.589]]"
wajaj	poʈʈ-	-12.169	"[[""poʈʈ-"", -12.169], [""patʃ-"", -12.6224], [""aɳʈʈ-"", -13.2635], [""putʃ"", -13.2758], [""aɳʈʈ"", -13.9218], [""piː"", -14.5439], [""oʈ-"", -14.5614], [""paːʈa-"", -14.6602], [""peːtʃ-"", -14.6619], [""tʃuːʈ-"", -14.6978]]"
wajaja	poʈʈ-	-14.8095	"[[""poʈʈ-"", -14.8095], [""putʃ"", -15.3923], [""patʃ-"", -15.4226], [""aɳʈʈ"", -15.8271], [""aɳʈʈ-"", -16.058], [""peʈʈi"", -16.4319], [""paːʈa-"", -16.9442], [""tʃuːʈ"", -16.9694], [""peːtʃ-"", -17.4245], [""tʃuːʈ-"", -17.479]]"
wajajaa	poʈʈ-	-15.8696	"[[""poʈʈ-"", -15.8696], [""patʃ-"", -17.8391], [""putʃ"", -18.1419], [""aɳʈʈ"", -18.2997], [""aɳʈʈ-"", -18.3288], [""peʈʈi"", -18.3673], [""pitʃtʃ-"", -18.6339], [""paːʈa-"", -19.3261], [""tʃuːʈ"", -19.5185], [""peːtʃ-"", -19.5269]]"
wajajad	poʈʈ-	-15.9209	"[[""poʈʈ-"", -15.9209], [""patʃ-"", -17.8509], [""aɳʈʈ-"", -18.3493], [""pitʃtʃ-"", -18.6724], [""putʃ"", -18.8978], [""peʈʈi"", -19.3028], [""aɳʈʈ"", -19.3336], [""paːʈa-"", -19.5386], [""peːtʃ-"", -19.5453], [""tʃuːʈ-"", -19.566]]"
wajajadi	poʈʈ-	-18.7808	"[[""poʈʈ-"", -18.7808], [""piːr"", -20.5419], [""poːr"", -20.5419], [""patʃ-"", -20.8509], [""aɳʈʈ-"", -21.3239], [""pitʃtʃ-"", -21.5074], [""muːʈʈaj"", -21.7135], [""paːʈa-"", -22.3926], [""putʃ"", -22.4026], [""peʈʈi"", -22.4235]]"
wajajadik	paːʈu	-21.3582	"[[""paːʈu"", -21.3582], [""poʈʈ-"", -21.8975], [""aʈʈu"", -22.4305], [""-oːʈu"", -23.0138], [""po"", -23.4501], [""paːmpu"", -23.8999], [""poːr"", -23.9937], [""patʃ-"", -24.0227], [""piːr"", -24.0479], [""aːʈu"", -24.1268]]"
wajajadiki	paːʈu	-24.8653	"[[""paːʈu"", -24.8653], [""poʈʈ-"", -25.1148], [""poːr"", -25.9339], [""aʈʈu"", -25.9377], [""piːr"", -26.4435], [""-oːʈu"", -26.515], [""paːraj"", -26.6773], [""pokaj"", -26.8683], [""po"", -26.9573], [""patʃ-"", -27.2786]]"
wajajai	poʈʈ-	-15.9209	"[[""poʈʈ-"", -15.9209], [""poːr"", -17.4967], [""piːr"", -17.4967], [""patʃ-"", -17.8509], [""aɳʈʈ-"", -18.3493], [""pitʃtʃ-"", -18.6724], [""muːʈʈaj"", -18.8441], [""putʃ"", -18.8978], [""peʈʈi"", -19.3028], [""aɳʈʈ"", -19.3336]]"
wajajain	poʈʈ-	-18.7808	"[[""poʈʈ-"", -18.7808], [""patʃ-"", -20.8509], [""poːr"", -21.0023], [""piːr"", -21.0023], [""aɳʈʈ-"", -21.3239], [""pitʃtʃ-"", -21.5074], [""muːʈʈaj"", -22.3269], [""paːʈa-"", -22.3926], [""putʃ"", -22.4026], [""peʈʈi"", -22.4235]]"
wajajainw	poʈʈ-	-21.8979	"[[""poʈʈ-"", -21.8979], [""patʃ-"", -24.0227], [""aɳʈʈ-"", -24.4855], [""poːr"", -24.507], [""piːr"", -24.507], [""pitʃtʃ-"", -24.5996], [""paːʈa-"", -25.3972], [""peːtʃ-"", -25.6131], [""peʈʈi"", -25.6521], [""tʃuːʈ-"", -25.6551]]"
wajajainwa	poʈʈ-	-25.1098	"[[""poʈʈ-"", -25.1098], [""patʃ-"", -27.2704], [""aɳʈʈ-"", -27.7296], [""pitʃtʃ-"", -27.773], [""piːr"", -28.0107], [""poːr"", -28.0107], [""putʃ"", -28.2128], [""paːʈa-"", -28.3469], [""peʈʈi"", -28.4216], [""peːtʃ-"", -28.8125]]"
wajajaj	poʈʈ-	-15.9209	"[[""poʈʈ-"", -15.9209], [""patʃ-"", -17.8509], [""aɳʈʈ-"", -18.3493], [""pitʃtʃ-"", -18.6724], [""putʃ"", -18.8978], [""peʈʈi"", -19.3028], [""aɳʈʈ"", -19.3336], [""paːʈa-"", -19.5386], [""peːtʃ-"", -19.5453], [""tʃuːʈ-"", -19.566]]"
wajajaja	poʈʈ-	-18.7531	"[[""poʈʈ-"", -18.7531], [""patʃ-"", -20.8413], [""aɳʈʈ-"", -21.3118], [""pitʃtʃ-"", -21.4749], [""putʃ"", -21.4795], [""peʈʈi"", -21.6939], [""aɳʈʈ"", -21.8062], [""paːʈa-"", -22.214], [""peːtʃ-"", -22.4625], [""tʃuːʈ-"", -22.4893]]"
wajajas	poʈʈ-	-15.9209	"[[""poʈʈ-"", -15.9209], [""patʃ-"", -17.8509], [""aɳʈʈ-"", -18.3493], [""pitʃtʃ-"", -18.6724], [""putʃ"", -18.8978], [""peʈʈi"", -19.3028], [""aɳʈʈ"", -19.3336], [""paːʈa-"", -19.5386], [""peːtʃ-"", -19.5453], [""tʃuːʈ-"", -19.566]]"
wajajasa	poʈʈ-	-18.7531	"[[""poʈʈ-"", -18.7531], [""patʃ-"", -20.8413], [""aɳʈʈ-"", -21.3118], [""pitʃtʃ-"", -21.4749], [""putʃ"", -21.4795], [""peʈʈi"", -21.6939], [""aɳʈʈ"", -21.8062], [""paːʈa-"", -22.214], [""peːtʃ-"", -22.4625], [""tʃuːʈ-"", -22.4893]]"
wajajasas	poʈʈ-	-21.1239	"[[""poʈʈ-"", -21.1239], [""patʃ-"", -23.6582], [""pitʃtʃ-"", -23.7351], [""aɳʈʈ-"", -24.0544], [""peʈʈi"", -24.6867], [""putʃ"", -24.9859], [""paːʈa-"", -25.0237], [""peːtʃ-"", -25.0297], [""tʃuːʈ-"", -25.045], [""aɳʈʈ"", -25.3133]]"
wajajasasa	poʈʈ-	-24.1005	"[[""poʈʈ-"", -24.1005], [""pitʃtʃ-"", -26.6791], [""patʃ-"", -26.7555], [""aɳʈʈ-"", -27.1271], [""peʈʈi"", -27.4302], [""putʃ"", -27.7894], [""paːʈa-"", -27.89], [""peːtʃ-"", -28.0446], [""aɳʈʈ"", -28.0501], [""tʃuːʈ-"", -28.0626]]"
wajas	poʈʈ-	-12.169	"[[""poʈʈ-"", -12.169], [""patʃ-"", -12.6224], [""aɳʈʈ-"", -13.2635], [""putʃ"", -13.2758], [""aɳʈʈ"", -13.9218], [""piː"", -14.5439], [""oʈ-"", -14.5614], [""paːʈa-"", -14.6602], [""peːtʃ-"", -14.6619], [""tʃuːʈ-"", -14.6978]]"
wajase	poʈʈ-	-14.9884	"[[""poʈʈ-"", -14.9884], [""patʃ-"", -15.4461], [""aɳʈʈ-"", -16.0897], [""putʃ"", -16.7769], [""paːʈa-"", -17.3601], [""aɳʈʈ"", -17.4263], [""peːtʃ-"", -17.4645], [""tʃuːʈ-"", -17.5223], [""piː"", -17.5309], [""oʈ-"", -17.6049]]"
wajasek	paːʈu	-16.0946	"[[""paːʈu"", -16.0946], [""aʈʈu"", -16.77], [""po"", -16.8398], [""-oːʈu"", -17.5004], [""poʈʈ-"", -18.0785], [""aːʈu"", -18.1817], [""patʃ-"", -18.5492], [""puɻu"", -18.6693], [""paːmpu"", -18.6736], [""pitu"", -18.8816]]"
wajaseka	tʃup	-19.2164	"[[""tʃup"", -19.2164], [""paːʈu"", -19.5906], [""poʈʈ-"", -19.912], [""putʃ"", -20.1219], [""aʈʈu"", -20.2745], [""po"", -20.3465], [""-oːʈu"", -20.9707], [""-oː"", -21.4618], [""aːʈu"", -21.6858], [""patʃ-"", -21.7474]]"
wajasekan	poʈʈ-	-21.6743	"[[""poʈʈ-"", -21.6743], [""tʃup"", -22.7236], [""paːʈu"", -23.0865], [""putʃ"", -23.6041], [""aʈʈu"", -23.7789], [""po"", -23.8533], [""oʈ-"", -23.8657], [""-oː"", -24.2899], [""patʃ-"", -24.3404], [""-oːʈu"", -24.4241]]"
wajasekana	poʈʈ-	-23.4	"[[""poʈʈ-"", -23.4], [""tʃuːʈ"", -24.8762], [""tʃup"", -25.5378], [""putʃ"", -25.844], [""paːʈu"", -26.5618], [""oʈ-"", -26.6935], [""-oːʈu"", -27.1367], [""tʃuːʈ-"", -27.2763], [""aʈʈu"", -27.2774], [""po"", -27.3597]]"
wajat	peʈʈi	-9.3337	"[[""peʈʈi"", -9.3337], [""appa"", -9.761], [""poʈʈ-"", -12.169], [""paɻa"", -12.1886], [""tʃuʈa"", -12.4441], [""puʈala"", -12.4541], [""paːʈa-"", -12.471], [""kuʈa"", -12.5459], [""pula"", -12.584], [""puli"", -12.584]]"
wajatu	paːʈa-	-11.9489	"[[""paːʈa-"", -11.9489], [""putʃa-"", -12.6272], [""piː"", -12.6797], [""peʈʈi"", -12.838], [""appa"", -13.2681], [""-aː"", -14.8551], [""poʈʈ-"", -14.9884], [""pera-"", -15.0224], [""piɻi-"", -15.0224], [""paɻa-"", -15.0224]]"
wajatur	paːʈa-	-14.7571	"[[""paːʈa-"", -14.7571], [""putʃa-"", -15.4505], [""piː"", -15.5044], [""tʃah"", -15.7206], [""peʈʈi"", -16.3411], [""paʈaku"", -16.5776], [""appa"", -16.7752], [""pakal"", -16.7955], [""ah"", -17.5315], [""ih"", -17.5315]]"
wajaturu	paːʈa-	-17.8378	"[[""paːʈa-"", -17.8378], [""putʃa-"", -18.5556], [""tʃah-"", -18.5745], [""piː"", -18.61], [""tʃah"", -19.2278], [""paʈaku"", -19.4204], [""pakal"", -19.5999], [""peʈʈi"", -19.8431], [""peːɻ-"", -20.221], [""appa"", -20.2822]]"
wajaturus	paːʈa-	-21.0259	"[[""paːʈa-"", -21.0259], [""tʃah-"", -21.399], [""putʃa-"", -21.777], [""piː"", -21.8317], [""paʈaku"", -22.5318], [""pakal"", -22.6891], [""tʃah"", -22.7351], [""peːɻ-"", -23.0487], [""peʈʈi"", -23.344], [""paːn̪kk-"", -23.4902]]"
wajaturusa	paːʈa-	-23.9674	"[[""paːʈa-"", -23.9674], [""tʃah-"", -24.5045], [""putʃa-"", -25.0616], [""piː"", -25.1172], [""paːʈu"", -25.2222], [""paʈaku"", -25.7441], [""pakal"", -25.8955], [""peːɻ-"", -26.0056], [""peːtʃ-"", -26.2003], [""tʃah"", -26.2422]]"
waz	pul	-6.8955	"[[""pul"", -6.8955], [""pal"", -6.8955], [""paːl"", -6.9144], [""pan̪"", -7.6027], [""pin̪"", -7.6027], [""pot̪"", -7.6027], [""-aːl"", -8.072], [""-il"", -8.4315], [""eːl"", -8.4735], [""aːl"", -8.4735]]"
waza	putʃ	-6.8934	"[[""putʃ"", -6.8934], [""aɲtʃ"", -9.6931], [""tʃup"", -9.7306], [""patʃ-"", -10.2727], [""peːtʃ-"", -10.298], [""putʃa-"", -10.3108], [""patʃal"", -10.3378], [""pal"", -10.3487], [""pul"", -10.3487], [""paːl"", -10.411]]"
wazaΦ	patʃ-	-9.7493	"[[""patʃ-"", -9.7493], [""peːtʃ-"", -9.7683], [""putʃ"", -10.4004], [""pitʃtʃ-"", -11.3376], [""kutʃtʃ-"", -12.1625], [""poʈʈ-"", -12.169], [""putatʃ-"", -12.1713], [""putʃa-"", -12.491], [""aɲtʃ-"", -12.5456], [""wetʃ-"", -12.5892]]"
wazaΦn	patʃ-	-12.5726	"[[""patʃ-"", -12.5726], [""peːtʃ-"", -12.5914], [""putʃ"", -13.9073], [""pitʃtʃ-"", -14.0865], [""kutʃtʃ-"", -14.9757], [""poʈʈ-"", -14.9884], [""putatʃ-"", -14.9939], [""putʃa-"", -15.2074], [""aɲtʃ-"", -15.3701], [""katʃ-"", -15.4138]]"
wazaΦni	tʃeːr	-15.3183	"[[""tʃeːr"", -15.3183], [""patʃ-"", -15.6777], [""peːtʃ-"", -15.6962], [""tʃaj"", -16.3527], [""tʃij"", -16.3527], [""tʃir"", -16.3527], [""pitʃtʃ-"", -17.1201], [""putʃ"", -17.4141], [""poːr"", -17.5268], [""piːr"", -17.5268]]"
waΦ	piː	-9.1032	"[[""piː"", -9.1032], [""oʈ-"", -9.1314], [""paɳ-"", -9.7733], [""kaʈ-"", -9.7766], [""koʈ-"", -9.7766], [""puh"", -9.7806], [""peɳ"", -9.7806], [""pal"", -9.7806], [""puɭ"", -9.7806], [""pul"", -9.7806]]"
zaΦ	tʃup	-5.8728	"[[""tʃup"", -5.8728], [""tʃah-"", -6.2661], [""tʃir-"", -6.2661], [""tʃuw-"", -6.2661], [""tʃum-"", -6.2661], [""tʃij-"", -6.2661], [""tʃol"", -6.272], [""tʃij"", -6.272], [""tʃum"", -6.272], [""tʃah"", -6.272]]"
zaΦn	tʃij-	-8.698	"[[""tʃij-"", -8.698], [""tʃir-"", -8.698], [""tʃuw-"", -8.698], [""tʃum-"", -8.698], [""tʃah-"", -8.698], [""tʃup"", -9.0805], [""n̪oʈ-"", -9.1302], [""tʃol"", -9.3599], [""tʃum"", -9.3599], [""tʃaj"", -9.3599]]"
zaΦni	tʃeːr	-8.3088	"[[""tʃeːr"", -8.3088], [""tʃij"", -9.3412], [""tʃaj"", -9.3412], [""tʃir"", -9.3412], [""tʃir-"", -11.2888], [""tʃij-"", -11.2888], [""n̪iːr"", -11.4931], [""t̪eːr"", -11.4931], [""n̪uːj"", -11.4931], [""tʃum-"", -11.5141]]"
Θti	-aj	-2.853	"[[""-aj"", -2.853], [""-ar"", -2.853], [""ir"", -3.5036], [""-aː"", -5.7094], [""-maj"", -5.8746], [""kej"", -6.289], [""kaj"", -6.289], [""aː"", -6.36], [""iː"", -6.36], [""aːj"", -6.7154]]"
Θtij	ir-	-6.3598	"[[""ir-"", -6.3598], [""-aj"", -6.3601], [""-ar"", -6.3601], [""ir"", -7.0108], [""-aː"", -8.5318], [""aː-"", -9.1603], [""aː"", -9.1841], [""iː"", -9.1841], [""-maj"", -9.3815], [""ajja"", -9.748]]"
Θtija	ir-	-9.1831	"[[""ir-"", -9.1831], [""-ar"", -9.8672], [""-aj"", -9.8672], [""ir"", -10.518], [""aː-"", -11.6167], [""-aː"", -11.6354], [""iː"", -12.2896], [""aː"", -12.2896], [""aːʈu"", -12.5996], [""tʃij-"", -12.6008]]"
Θtijas	ir-	-12.2882	"[[""ir-"", -12.2882], [""-ar"", -13.3743], [""-aj"", -13.3743], [""ir"", -14.0252], [""aː-"", -14.4471], [""-aː"", -14.8551], [""aːʈu"", -15.4291], [""aː"", -15.5112], [""iː"", -15.5112], [""aɳʈʈ-"", -15.6553]]"
Θtijasa	ir-	-15.5097	"[[""ir-"", -15.5097], [""aɳʈʈ"", -16.3145], [""iruppaj"", -16.6113], [""-ar"", -16.8813], [""-aj"", -16.8813], [""appa"", -17.4047], [""aʈʈu"", -17.4048], [""aː-"", -17.4519], [""appam"", -17.4805], [""ir"", -17.5324]]"
Θtijasas	ir-	-18.7951	"[[""ir-"", -18.7951], [""aɳʈʈ-"", -19.1132], [""iruppaj"", -19.439], [""aɳʈʈ"", -19.8203], [""appa"", -20.2496], [""aʈʈu"", -20.2497], [""appam"", -20.2851], [""-ar"", -20.3883], [""-aj"", -20.3883], [""aː-"", -20.5589]]"
Θtijasasa	iruppaj	-21.9012	"[[""iruppaj"", -21.9012], [""aɳʈʈ-"", -21.944], [""aɳʈʈ"", -22.0715], [""ir-"", -22.121], [""appa"", -22.8794], [""aʈʈu"", -22.8794], [""appam"", -22.8809], [""aː-"", -23.7333], [""-ar"", -23.8953], [""-aj"", -23.8953]]"
Θtijasasar	aɳʈʈ-	-24.4737	"[[""aɳʈʈ-"", -24.4737], [""iruppaj"", -24.8973], [""ir-"", -25.475], [""aɳʈʈ"", -25.5784], [""appam"", -25.9088], [""appa"", -25.9269], [""aʈʈu"", -25.927], [""poʈʈ-"", -26.2669], [""aː-"", -26.9556], [""aːʈu"", -27.2104]]"
Θuj	-aː	-10.5658	"[[""-aː"", -10.5658], [""-oː"", -10.5658], [""aː-"", -10.9926], [""aː"", -11.3633], [""iː"", -11.3633], [""-uɭ"", -11.5351], [""-aj"", -11.5351], [""-ar"", -11.5351], [""-am"", -11.5351], [""-il"", -11.5351]]"
Θuja	kaʈ	-12.8319	"[[""kaʈ"", -12.8319], [""-oː"", -13.3352], [""-aː"", -13.3352], [""aː-"", -13.659], [""piː"", -13.6825], [""po"", -13.9074], [""-oːʈu"", -13.9671], [""peɳ"", -13.9814], [""puh"", -13.9814], [""puɭ"", -13.9814]]"
Θut	-aː	-8.9644	"[[""-aː"", -8.9644], [""-am"", -9.0981], [""-aj"", -9.0981], [""-ar"", -9.0981], [""-il"", -9.0981], [""-aːl"", -9.1439], [""ata"", -9.3539], [""iɻi"", -9.3539], [""eli"", -9.3539], [""eri"", -9.3539]]"
Θuti	-aj	-5.6761	"[[""-aj"", -5.6761], [""-ar"", -5.6761], [""ir"", -7.0108], [""-maj"", -8.4295], [""-aː"", -8.5318], [""kaj"", -9.3914], [""kej"", -9.3914], [""n̪ej"", -9.736], [""tʃij"", -9.7368], [""okar"", -9.7368]]"
Θutin	-aj	-9.1832	"[[""-aj"", -9.1832], [""-ar"", -9.1832], [""ir-"", -9.8669], [""ir"", -10.518], [""-aː"", -11.3554], [""-maj"", -11.9366], [""tʃij-"", -12.593], [""tʃir-"", -12.593], [""aː-"", -12.6584], [""iː"", -12.6898]]"
Θutinu	ir-	-12.6902	"[[""ir-"", -12.6902], [""-aj"", -12.6904], [""-ar"", -12.6904], [""ir"", -14.0252], [""-aː"", -14.4601], [""aː-"", -15.1197], [""tʃir-"", -15.4163], [""tʃij-"", -15.4163], [""-maj"", -15.4436], [""iː"", -15.7958]]"
Θutinuj	ir-	-15.7954	"[[""ir-"", -15.7954], [""-aj"", -16.1975], [""-ar"", -16.1975], [""ir"", -17.5324], [""-aː"", -17.6807], [""aː-"", -17.9517], [""tʃir-"", -18.5214], [""tʃij-"", -18.5214], [""-maj"", -18.9504], [""iː"", -19.0176]]"
Θutinuja	ir-	-19.0169	"[[""ir-"", -19.0169], [""-ar"", -19.7046], [""-aj"", -19.7046], [""aː-"", -20.9572], [""-aː"", -20.9651], [""ir"", -21.0396], [""tʃir-"", -21.7428], [""tʃij-"", -21.7428], [""aː"", -22.3033], [""iː"", -22.3033]]"
Θutinujas	ir-	-22.3023	"[[""ir-"", -22.3023], [""-aj"", -23.2117], [""-ar"", -23.2117], [""aː-"", -24.0646], [""-aː"", -24.2899], [""ir"", -24.5468], [""tʃir-"", -25.0275], [""tʃij-"", -25.0275], [""aːʈu"", -25.2575], [""aː"", -25.6294]]"
Θutinujasa	ir-	-25.6282	"[[""ir-"", -25.6282], [""aɳʈʈ"", -26.3303], [""iruppaj"", -26.4574], [""-ar"", -26.7188], [""-aj"", -26.7188], [""aː-"", -27.2393], [""-aː"", -27.6425], [""appa"", -27.919], [""aʈʈu"", -27.9192], [""aːʈu"", -27.9877]]"
Θwa	kaʈ	-9.7388	"[[""kaʈ"", -9.7388], [""piː"", -10.3196], [""po"", -10.4301], [""peɳ"", -10.4814], [""pul"", -10.4814], [""puɭ"", -10.4814], [""pal"", -10.4814], [""puh"", -10.4814], [""-oː"", -10.5658], [""-aː"", -10.5658]]"
Θwae	oʈ-	-12.2188	"[[""oʈ-"", -12.2188], [""kuːʈ-"", -12.5258], [""koːʈ-"", -12.5258], [""piː"", -12.5661], [""koʈ-"", -12.5904], [""kaʈ-"", -12.5904], [""kaʈ"", -13.243], [""paɳ-"", -13.2671], [""po"", -13.2748], [""pal"", -13.2847]]"
Θwaea	aɳʈʈ	-13.235	"[[""aɳʈʈ"", -13.235], [""putʃ"", -13.2749], [""tʃuːʈ"", -14.8968], [""oʈ-"", -15.0396], [""piː"", -15.1968], [""kuːʈ-"", -15.3042], [""koːʈ-"", -15.3042], [""poʈʈ-"", -15.3725], [""kaʈ-"", -15.3983], [""koʈ-"", -15.3983]]"
Θwaead	poʈʈ-	-15.3894	"[[""poʈʈ-"", -15.3894], [""aɳʈʈ-"", -16.0804], [""patʃ-"", -16.1199], [""aɳʈʈ"", -16.7403], [""putʃ"", -16.7777], [""kuːʈ-"", -17.4018], [""koːʈ-"", -17.4018], [""tʃuːʈ-"", -17.7102], [""oʈ-"", -17.731], [""koʈ-"", -18.0004]]"
Θwaeadi	poːr	-18.0319	"[[""poːr"", -18.0319], [""piːr"", -18.0319], [""poʈʈ-"", -18.211], [""aɳʈʈ-"", -18.9076], [""patʃ-"", -18.9458], [""muːʈʈaj"", -19.2428], [""pin̪"", -19.8679], [""pot̪"", -19.8679], [""pan̪"", -19.8679], [""aɳʈʈ"", -20.2457]]"
Θwaeadik	paːʈu	-19.5434	"[[""paːʈu"", -19.5434], [""aʈʈu"", -19.8732], [""-oːʈu"", -20.1776], [""po"", -20.3474], [""aːʈu"", -21.1206], [""poʈʈ-"", -21.3051], [""poːr"", -21.4411], [""piːr"", -21.5373], [""jaːʈu"", -21.8107], [""kuːʈu"", -21.8149]]"
Θwaeadiki	paːʈu	-23.0502	"[[""paːʈu"", -23.0502], [""poːr"", -23.0732], [""aʈʈu"", -23.3803], [""-oːʈu"", -23.6746], [""piːr"", -23.7846], [""pokaj"", -23.7851], [""po"", -23.8547], [""paːraj"", -24.1655], [""pot̪"", -24.2255], [""poʈʈ-"", -24.4088]]"
Θwaeadikit	ajja	-26.0461	"[[""ajja"", -26.0461], [""kerri"", -26.1187], [""peʈʈi"", -26.5054], [""poːr"", -26.5173], [""puli"", -26.5368], [""pula"", -26.5368], [""paːʈu"", -26.556], [""paːraj"", -26.7524], [""appa"", -26.8827], [""aʈʈu"", -26.8875]]"
Θwaj	oʈ-	-12.2188	"[[""oʈ-"", -12.2188], [""kuːʈ-"", -12.5258], [""koːʈ-"", -12.5258], [""piː"", -12.5661], [""koʈ-"", -12.5904], [""kaʈ-"", -12.5904], [""kaʈ"", -13.243], [""paɳ-"", -13.2671], [""po"", -13.2748], [""pal"", -13.2847]]"
Θwaja	aɳʈʈ	-13.235	"[[""aɳʈʈ"", -13.235], [""putʃ"", -13.2749], [""tʃuːʈ"", -14.8968], [""oʈ-"", -15.0396], [""piː"", -15.1968], [""kuːʈ-"", -15.3042], [""koːʈ-"", -15.3042], [""poʈʈ-"", -15.3725], [""kaʈ-"", -15.3983], [""koʈ-"", -15.3983]]"
Θwajaa	poʈʈ-	-15.1381	"[[""poʈʈ-"", -15.1381], [""aɳʈʈ"", -15.3553], [""putʃ"", -15.6861], [""aɳʈʈ-"", -16.0339], [""patʃ-"", -16.0894], [""peʈʈi"", -16.4867], [""tʃuːʈ"", -17.1566], [""koːʈ-"", -17.3851], [""kuːʈ-"", -17.3851], [""paːʈa-"", -17.6342]]"
Θwajaad	poʈʈ-	-15.9353	"[[""poʈʈ-"", -15.9353], [""aɳʈʈ-"", -17.9908], [""patʃ-"", -18.2564], [""aɳʈʈ"", -18.8622], [""putʃ"", -19.1912], [""pitʃtʃ-"", -19.3132], [""peʈʈi"", -19.337], [""tʃuːʈ-"", -19.7549], [""koːʈ-"", -19.8676], [""kuːʈ-"", -19.8676]]"
Θwajaadi	poʈʈ-	-18.7829	"[[""poʈʈ-"", -18.7829], [""muːʈʈaj"", -20.805], [""piːr"", -20.9138], [""poːr"", -20.9138], [""aɳʈʈ-"", -20.9172], [""patʃ-"", -21.2101], [""pitʃtʃ-"", -22.1327], [""aɳʈʈ"", -22.3691], [""peʈʈi"", -22.4506], [""putʃ"", -22.6955]]"
Θwajaadik	paːʈu	-21.8459	"[[""paːʈu"", -21.8459], [""poʈʈ-"", -21.8954], [""aʈʈu"", -22.1175], [""-oːʈu"", -22.7622], [""po"", -23.4507], [""aːʈu"", -23.8945], [""aɳʈʈ-"", -24.0596], [""muːʈʈaj"", -24.299], [""poːr"", -24.3417], [""patʃ-"", -24.3625]]"
Θwajaadiki	poʈʈ-	-25.1108	"[[""poʈʈ-"", -25.1108], [""paːʈu"", -25.3529], [""aʈʈu"", -25.6247], [""poːr"", -26.0954], [""-oːʈu"", -26.2647], [""piːr"", -26.7288], [""muːʈʈaj"", -26.764], [""pokaj"", -26.8823], [""po"", -26.9579], [""paːraj"", -27.0487]]"
Θwajaaj	poʈʈ-	-15.9353	"[[""poʈʈ-"", -15.9353], [""aɳʈʈ-"", -17.9908], [""patʃ-"", -18.2564], [""aɳʈʈ"", -18.8622], [""putʃ"", -19.1912], [""pitʃtʃ-"", -19.3132], [""peʈʈi"", -19.337], [""tʃuːʈ-"", -19.7549], [""koːʈ-"", -19.8676], [""kuːʈ-"", -19.8676]]"
Θwajaaja	poʈʈ-	-18.7613	"[[""poʈʈ-"", -18.7613], [""aɳʈʈ-"", -20.9074], [""patʃ-"", -21.1988], [""aɳʈʈ"", -21.501], [""putʃ"", -21.7112], [""peʈʈi"", -21.834], [""pitʃtʃ-"", -22.0901], [""tʃuːʈ-"", -22.6753], [""paːʈa-"", -22.7262], [""tʃuːʈ"", -22.7781]]"
Θwajaj	poʈʈ-	-15.3894	"[[""poʈʈ-"", -15.3894], [""aɳʈʈ-"", -16.0804], [""patʃ-"", -16.1199], [""aɳʈʈ"", -16.7403], [""putʃ"", -16.7777], [""kuːʈ-"", -17.4018], [""koːʈ-"", -17.4018], [""tʃuːʈ-"", -17.7102], [""oʈ-"", -17.731], [""koʈ-"", -18.0004]]"
Θwajaja	poʈʈ-	-18.0701	"[[""poʈʈ-"", -18.0701], [""aɳʈʈ"", -18.8613], [""aɳʈʈ-"", -18.8837], [""putʃ"", -18.8974], [""patʃ-"", -18.9224], [""peʈʈi"", -19.8834], [""tʃuːʈ"", -20.1017], [""koːʈ-"", -20.3314], [""kuːʈ-"", -20.3314], [""paːʈa-"", -20.3928]]"
