linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
ta-i-*301-wa-e-a	taiΘwaea	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-22.35); γέl̩α (-23.42)	8
ta-i-*301-wa-e-a-d	taiΘwaead	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-23.51); *kʷrd (-24.95)	9
ta-i-*301-wa-e-a-di	taiΘwaeadi	γίσσα	-26.2798	γίσσα (-26.28); †=n / ɲ (-26.91); *mn- (-27.10)	10
ta-i-*301-wa-j	taiΘwaj	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); *wli/jat (-20.94)	7
ta-i-*301-wa-ja	taiΘwaja	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
ta-i-*301-wa-ja-a	taiΘwajaa	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
ta-i-*301-wa-ja-a-d	taiΘwajaad	γίσσα	-26.2798	γίσσα (-26.28); †=n / ɲ (-26.73); κόον / κοῖον (-27.97)	10
ta-i-*301-wa-ja-a-j	taiΘwajaaj	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
ta-i-*301-wa-ja-j	taiΘwajaj	γίσσα	-23.4428	γίσσα (-23.44); *wli/jat (-26.10); *al- (?) (-26.13)	9
ta-i-*301-wa-ja-ja	taiΘwajaja	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
ta-i-*301-wa-ja-s	taiΘwajas	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
ta-i-*301-wa-ja-se	taiΘwajase	γίσσα	-26.2798	γίσσα (-26.28); †=n / ɲ (-26.73); κόον / κοῖον (-27.97)	10
ta-i-*301-wa-ja-t	taiΘwajat	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
ta-i-*301-wa-ja-tu	taiΘwajatu	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-26.71); κόον / κοῖον (-27.97)	10
ta-na-i	tanai	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
ta-na-i-*301	tanaiΘ	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
ta-na-i-*301-t	tanaiΘt	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
ta-na-i-*301-ti	tanaiΘti	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
ta-na-i-*301-ti-j	tanaiΘtij	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
ta-na-i-*301-ti-ja	tanaiΘtija	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
ta-na-i-*301-u	tanaiΘu	†=ð	-17.0529	†=ð (-17.05); γίσσα (-18.13); γέl̩α (-20.59)	7
ta-na-i-*301-u-t	tanaiΘut	†=ð	-20.5592	†=ð (-20.56); γίσσα (-20.71); βάνðα (-22.35)	8
ta-na-i-*301-u-ti	tanaiΘuti	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-24.06); βάνðα (-25.18)	9
ta-na-i-*301-u-ti-n	tanaiΘutin	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-27.57); †σωðαρ- (-27.58)	10
te-i-da	teida	*mn-	-11.3493	*mn- (-11.35); γίσσα (-13.74); γrds ? (-14.22)	5
te-i-da-j	teidaj	*mn-	-14.179	*mn- (-14.18); γίσσα (-15.76); γrds ? (-16.37)	6
te-i-da-ja	teidaja	*mn-	-17.2828	*mn- (-17.28); γίσσα (-18.13); γrds ? (-18.92)	7
te-i-da-ja-j	teidajaj	*mn-	-20.5009	*mn- (-20.50); γίσσα (-20.71); γrds ? (-21.70)	8
te-i-da-ja-ja	teidajaja	γίσσα	-23.4428	γίσσα (-23.44); *mn- (-23.78); γrds ? (-24.62)	9
te-i-di	teidi	*mn-	-11.3493	*mn- (-11.35); γίσσα (-13.74); γrds ? (-14.22)	5
te-re-p	terep	*mn-	-11.3493	*mn- (-11.35); γίσσα (-13.74); γrds ? (-14.22)	5
te-si-r	tesir	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.66); βάνðα (-14.95)	5
te-si-ra	tesira	γίσσα	-15.7621	γίσσα (-15.76); βάνðα (-17.40); γrds ? (-17.71)	6
te-te-r	teter	*mn-	-11.3493	*mn- (-11.35); γίσσα (-13.74); γrds ? (-14.22)	5
te-te-re	tetere	*mn-	-14.1466	*mn- (-14.15); †=n / ɲ (-15.01); γίσσα (-15.76)	6
te-te-re-p	teterep	*mn-	-16.4619	*mn- (-16.46); γίσσα (-18.13); †=n / ɲ (-18.33)	7
ti-ja-s	tijas	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
ti-ja-sa	tijasa	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=l̩ (-18.34)	6
ti-ja-sa-s	tijasas	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
ti-ja-sa-sa	tijasasa	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
ti-ja-sa-sa-r	tijasasar	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
ti-nu-i	tinui	†=ð	-11.6186	†=ð (-11.62); γίσσα (-13.74); βάνðα (-13.84)	5
ti-nu-i-n	tinuin	†=ð	-15.1215	†=ð (-15.12); γίσσα (-15.76); βάνðα (-16.66)	6
ti-nu-i-na	tinuina	γίσσα	-18.1288	γίσσα (-18.13); †=ð (-18.62); †σωðαρ- (-19.03)	7
ti-nu-i-na-i	tinuinai	γίσσα	-20.7122	γίσσα (-20.71); †σωðαρ- (-21.30); †=ð (-22.12)	8
ti-nu-i-na-i-d	tinuinaid	γίσσα	-23.4428	γίσσα (-23.44); †σωðαρ- (-23.93); †=n / ɲ (-23.98)	9
ti-nu-i-na-i-da	tinuinaida	γίσσα	-26.2798	γίσσα (-26.28); †σωðαρ- (-26.75); †=n / ɲ (-27.47)	10
ti-nu-j	tinuj	†=ð	-11.6186	†=ð (-11.62); γίσσα (-13.74); βάνðα (-13.84)	5
ti-nu-ja	tinuja	†=ð	-15.1215	†=ð (-15.12); γίσσα (-15.76); βάνðα (-16.66)	6
ti-nu-ja-s	tinujas	γίσσα	-18.1288	γίσσα (-18.13); †=ð (-18.62); †σωðαρ- (-19.03)	7
ti-nu-ja-sa	tinujasa	γίσσα	-20.7122	γίσσα (-20.71); †σωðαρ- (-21.30); †=ð (-22.12)	8
ti-nu-ja-sa-s	tinujasas	γίσσα	-23.4428	γίσσα (-23.44); †σωðαρ- (-23.93); Κβωðης (-25.47)	9
ti-nu-ja-sa-sa	tinujasasa	γίσσα	-26.2798	γίσσα (-26.28); †σωðαρ- (-26.75); κόον / κοῖον (-27.97)	10
ti-*301-wa	tiΘwa	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
ti-*301-wa-j	tiΘwaj	γίσσα	-15.7621	γίσσα (-15.76); *wli/jat (-17.84); γέl̩α (-17.87)	6
ti-*301-wa-ja	tiΘwaja	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); *wli/jat (-20.64)	7
to-i-ja	toija	=kʷ	-11.6354	=kʷ (-11.64); tjk̂ (-12.52); sfes (-12.87)	5
to-sa-r	tosar	=kʷ	-11.6354	=kʷ (-11.64); γίσσα (-13.74); †=k̑ (-13.99)	5
to-sa-re	tosare	*sb	-14.4511	*sb (-14.45); *kʷrd (-14.85); =kʷ (-14.86)	6
to-sa-re-j	tosarej	*sb	-17.956	*sb (-17.96); *kʷrd (-18.10); γίσσα (-18.13)	7
to-sa-re-ja	tosareja	γίσσα	-20.7122	γίσσα (-20.71); *kʷrd (-21.40); *sb (-21.46)	8
tu-ja-s	tujas	γίσσα	-13.742	γίσσα (-13.74); Κβωðης (-14.42); *kð- (-14.59)	5
tu-me-i	tumei	γίσσα	-13.742	γίσσα (-13.74); ðen (-14.22); smðəbrs (-14.25)	5
tu-me-i-j	tumeij	γίσσα	-15.7621	γίσσα (-15.76); †σωðαρ- (-16.80); ða (?) (-16.88)	6
tu-me-i-ja	tumeija	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-19.16); †σωðαρ- (-19.38)	7
tu-me-i-ja-s	tumeijas	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-21.67); †σωðαρ- (-22.15)	8
tu-me-i-ja-sa	tumeijasa	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-24.36); †=n / ɲ (-25.00)	9
tu-me-i-ja-sa-s	tumeijasas	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-27.16); †=n / ɲ (-27.79)	10
tu-me-i-ja-sa-u	tumeijasau	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-26.71); ða (?) (-27.16)	10
tu-ru-s	turus	†=ð	-11.6059	†=ð (-11.61); *kð- (-13.70); γίσσα (-13.74)	5
tu-ru-sa	turusa	†=ð	-15.1088	†=ð (-15.11); γίσσα (-15.76); Κβωðης (-16.53)	6
tu-ru-sa-i	turusai	γίσσα	-18.1288	γίσσα (-18.13); †σωðαρ- (-18.57); †=ð (-18.61)	7
tu-ru-sa-i-d	turusaid	γίσσα	-20.7122	γίσσα (-20.71); †σωðαρ- (-21.01); †=n / ɲ (-21.36)	8
tu-ru-sa-i-da	turusaida	γίσσα	-23.4428	γίσσα (-23.44); †σωðαρ- (-23.71); ða (?) (-24.21)	9
tu-ru-sa-i-da-a	turusaidaa	γίσσα	-26.2798	γίσσα (-26.28); †σωðαρ- (-26.57); ða (?) (-26.97)	10
u-i-na-i	uinai	ða (?)	-13.4185	ða (?) (-13.42); γίσσα (-13.74); γέl̩α (-15.31)	5
u-i-na-i-d	uinaid	ða (?)	-15.6819	ða (?) (-15.68); γίσσα (-15.76); †=n / ɲ (-16.66)	6
u-i-na-i-da	uinaida	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-18.19); †=n / ɲ (-20.08)	7
u-i-na-i-da-j	uinaidaj	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.87); †=n / ɲ (-23.05)	8
u-i-na-i-da-ja	uinaidaja	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.67); †=n / ɲ (-25.57)	9
u-i-na-i-da-ja-s	uinaidajas	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.56); κόον / κοῖον (-27.97)	10
u-ja-sa	ujasa	ða (?)	-13.4185	ða (?) (-13.42); γίσσα (-13.74); γέl̩α (-15.31)	5
u-ja-sa-s	ujasas	ða (?)	-15.6819	ða (?) (-15.68); γίσσα (-15.76); γέl̩α (-17.87)	6
u-ja-sa-sa	ujasasa	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-18.19); γέl̩α (-20.59)	7
u-ja-sa-sa-r	ujasasar	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.87); γέl̩α (-23.42)	8
u-ja-sa-sa-ra	ujasasara	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.67); *al- (?) (-26.13)	9
u-ja-sa-sa-ra-m	ujasasaram	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.56); κόον / κοῖον (-27.97)	10
u-ka-na	ukana	ἄl̩α	-10.9654	ἄl̩α (-10.97); γέl̩α (-13.40); ða (?) (-13.42)	5
u-ka-na-s	ukanas	ἄl̩α	-13.7944	ἄl̩α (-13.79); ða (?) (-15.68); γίσσα (-15.76)	6
u-me-i-j	umeij	ða (?)	-13.4185	ða (?) (-13.42); γίσσα (-13.74); ðen (-14.19)	5
u-me-i-ja	umeija	ða (?)	-15.6819	ða (?) (-15.68); γίσσα (-15.76); *mn- (-17.40)	6
u-me-i-ja-s	umeijas	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-18.19); †=n / ɲ (-19.92)	7
u-me-i-ja-sa	umeijasa	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.87); †=n / ɲ (-22.54)	8
u-me-i-ja-sa-s	umeijasas	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.67); †=n / ɲ (-25.33)	9
u-me-i-ja-sa-sa	umeijasasa	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.56); κόον / κοῖον (-27.97)	10
u-me-i-ja-sa-u	umeijasau	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-23.45); ða (?) (-23.67)	9
u-me-i-ja-sa-u-n	umeijasaun	βάνðα	-24.8855	βάνðα (-24.89); γίσσα (-26.28); ða (?) (-26.56)	10
u-na-ka	unaka	†=l̩	-10.9666	†=l̩ (-10.97); γέl̩α (-13.24); ða (?) (-13.42)	5
u-na-ka-n	unakan	γέl̩α	-13.7654	γέl̩α (-13.77); †=l̩ (-13.79); ἄl̩α (-14.43)	6
u-na-ka-na	unakana	γέl̩α	-16.2219	γέl̩α (-16.22); ἄl̩α (-16.89); †=l̩ (-16.89)	7
u-na-ka-na-s	unakanas	γέl̩α	-19.0513	γέl̩α (-19.05); ἄl̩α (-19.72); †=l̩ (-20.11)	8
u-na-ka-na-si	unakanasi	γέl̩α	-22.0545	γέl̩α (-22.05); ἄl̩α (-22.73); †=l̩ (-23.39)	9
u-na-ru	unaru	†=ð	-10.9425	†=ð (-10.94); ða (?) (-13.42); γίσσα (-13.74)	5
u-na-ru-k	unaruk	†=ð	-14.448	†=ð (-14.45); ða (?) (-15.68); γίσσα (-15.76)	6
u-na-ru-ka	unaruka	†=l̩	-16.7976	†=l̩ (-16.80); †=ð (-17.95); γίσσα (-18.13)	7
u-na-ru-ka-n	unarukan	γέl̩α	-19.5919	γέl̩α (-19.59); †=l̩ (-19.62); γίσσα (-20.71)	8
u-na-ru-ka-na	unarukana	γέl̩α	-22.0526	γέl̩α (-22.05); †=l̩ (-22.73); ἄl̩α (-23.39)	9
u-na-ru-ka-na-s	unarukanas	γέl̩α	-24.8838	γέl̩α (-24.88); †=l̩ (-25.95); ἄl̩α (-26.23)	10
u-ru-sa	urusa	†=ð	-12.6637	†=ð (-12.66); ða (?) (-13.40); γίσσα (-13.74)	5
u-ru-sa-i	urusai	ða (?)	-15.6285	ða (?) (-15.63); γίσσα (-15.76); †=ð (-16.16)	6
u-ru-sa-i-d	urusaid	ða (?)	-18.0943	ða (?) (-18.09); γίσσα (-18.13); †σωðαρ- (-18.79)	7
u-ru-sa-i-da	urusaida	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.73); †σωðαρ- (-21.41)	8
u-ru-sa-i-da-a	urusaidaa	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.48); †σωðαρ- (-24.22)	9
u-ru-sa-i-da-a-u	urusaidaau	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.33); †=ð (-26.68)	10
u-sa-i-d	usaid	ða (?)	-13.4185	ða (?) (-13.42); ðen (-13.60); γίσσα (-13.74)	5
u-sa-i-da	usaida	ða (?)	-15.6819	ða (?) (-15.68); γίσσα (-15.76); ðen (-17.08)	6
u-sa-i-da-a	usaidaa	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-18.19); *mn- (-20.50)	7
u-sa-i-da-a-u	usaidaau	†=ð	-20.2271	†=ð (-20.23); γίσσα (-20.71); ða (?) (-20.87)	8
u-te-i-d	uteid	†=n / ɲ	-13.1643	†=n / ɲ (-13.16); ðen (-13.23); ðbikrm (-13.41)	5
u-te-i-di	uteidi	*mn-	-14.1777	*mn- (-14.18); ða (?) (-15.68); γίσσα (-15.76)	6
u-ti-nu	utinu	†=ð	-10.9425	†=ð (-10.94); ða (?) (-13.42); γίσσα (-13.74)	5
u-ti-nu-i	utinui	†=ð	-14.448	†=ð (-14.45); ða (?) (-15.68); γίσσα (-15.76)	6
u-ti-nu-i-n	utinuin	†=ð	-17.9525	†=ð (-17.95); γίσσα (-18.13); ða (?) (-18.19)	7
u-ti-nu-i-na	utinuina	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.86); †=ð (-21.46)	8
u-ti-nu-i-na-i	utinuinai	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.65); †σωðαρ- (-24.04)	9
u-ti-nu-i-na-i-d	utinuinaid	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.52); †σωðαρ- (-26.68)	10
u-ti-nu-j	utinuj	†=ð	-14.448	†=ð (-14.45); ða (?) (-15.68); γίσσα (-15.76)	6
u-ti-nu-ja	utinuja	†=ð	-17.9525	†=ð (-17.95); γίσσα (-18.13); ða (?) (-18.19)	7
u-ti-nu-ja-s	utinujas	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-20.86); †=ð (-21.46)	8
u-ti-nu-ja-sa	utinujasa	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-23.65); †σωðαρ- (-24.04)	9
u-ti-nu-ja-sa-s	utinujasas	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-26.52); †σωðαρ- (-26.68)	10
u-*56-e-tu	uΦetu	*mn-	-10.6952	*mn- (-10.70); †=ð (-10.94); γrds ? (-13.07)	5
u-*56-e-tu-m	uΦetum	βάνðα	-13.0359	βάνðα (-13.04); *mn- (-13.80); †=ð (-14.45)	6
u-*56-e-tu-me	uΦetume	βάνðα	-15.8549	βάνðα (-15.85); †=n / ɲ (-16.06); *mn- (-17.00)	7
u-*56-e-tu-me-i	uΦetumei	βάνðα	-18.9524	βάνðα (-18.95); †=n / ɲ (-19.54); *mn- (-19.83)	8
u-*56-e-tu-me-i-j	uΦetumeij	βάνðα	-22.1631	βάνðα (-22.16); *mn- (-22.94); †=n / ɲ (-22.97)	9
u-*56-e-tu-me-i-ja	uΦetumeija	βάνðα	-25.4344	βάνðα (-25.43); *mn- (-26.16); Κβωðης (-26.27)	10
wa-e-a-d	waead	†=n / ɲ	-13.1643	†=n / ɲ (-13.16); *kʷrd (-13.71); γίσσα (-13.74)	5
wa-e-a-di	waeadi	*mn-	-14.1777	*mn- (-14.18); γίσσα (-15.76); †=n / ɲ (-16.37)	6
wa-e-a-di-k	waeadik	*mn-	-17.0096	*mn- (-17.01); γίσσα (-18.13); †=n / ɲ (-19.20)	7
wa-e-a-di-ki	waeadiki	†=l̩	-19.903	†=l̩ (-19.90); *mn- (-20.12); †ɲmail̩ (-20.44)	8
wa-e-a-di-ki-t	waeadikit	γέl̩α	-22.6938	γέl̩α (-22.69); †=l̩ (-22.73); †ɲmail̩ (-23.26)	9
wa-e-a-di-ki-te	waeadikite	†=n / ɲ	-23.133	†=n / ɲ (-23.13); ml̩n (-24.70); γέl̩α (-25.16)	10
wa-i-ja	waija	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
wa-ja-a	wajaa	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
wa-ja-a-d	wajaad	γίσσα	-15.7621	γίσσα (-15.76); *jnem (-15.84); †=n / ɲ (-16.66)	6
wa-ja-a-di	wajaadi	γίσσα	-18.1288	γίσσα (-18.13); *jnem (-19.12); *jbrs (-19.94)	7
wa-ja-a-di-k	wajaadik	γίσσα	-20.7122	γίσσα (-20.71); pjdl (-20.98); *jnem (-22.44)	8
wa-ja-a-di-ki	wajaadiki	†=l̩	-23.0758	†=l̩ (-23.08); γίσσα (-23.44); pjdl (-24.48)	9
wa-ja-a-di-ki-t	wajaadikit	γέl̩α	-25.8624	γέl̩α (-25.86); †=l̩ (-25.90); γίσσα (-26.28)	10
wa-ja-a-j	wajaaj	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
wa-ja-a-ja	wajaaja	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
wa-ja-j	wajaj	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
wa-ja-ja	wajaja	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
wa-ja-ja-a	wajajaa	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
wa-ja-ja-d	wajajad	γίσσα	-18.1288	γίσσα (-18.13); *jnem (-18.35); †=n / ɲ (-18.89)	7
wa-ja-ja-di	wajajadi	γίσσα	-20.7122	γίσσα (-20.71); *jnem (-21.61); †=n / ɲ (-22.35)	8
wa-ja-ja-di-k	wajajadik	γίσσα	-23.4428	γίσσα (-23.44); pjdl (-23.53); *jnem (-24.92)	9
wa-ja-ja-di-ki	wajajadiki	γίσσα	-26.2798	γίσσα (-26.28); †=l̩ (-26.30); pjdl (-27.04)	10
wa-ja-ja-i	wajajai	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
wa-ja-ja-i-n	wajajain	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
wa-ja-ja-i-n-w	wajajainw	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
wa-ja-ja-i-nwa	wajajainwa	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
wa-ja-ja-j	wajajaj	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
wa-ja-ja-ja	wajajaja	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
wa-ja-ja-s	wajajas	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
wa-ja-ja-sa	wajajasa	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
wa-ja-ja-sa-s	wajajasas	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
wa-ja-ja-sa-sa	wajajasasa	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
wa-ja-s	wajas	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
wa-ja-se	wajase	γίσσα	-15.7621	γίσσα (-15.76); *jnem (-15.84); †=n / ɲ (-16.66)	6
wa-ja-se-k	wajasek	pjdl	-17.4723	pjdl (-17.47); γίσσα (-18.13); *jnem (-19.12)	7
wa-ja-se-ka	wajaseka	†=l̩	-19.903	†=l̩ (-19.90); γίσσα (-20.71); pjdl (-20.98)	8
wa-ja-se-ka-n	wajasekan	γέl̩α	-22.6938	γέl̩α (-22.69); †=l̩ (-22.73); γίσσα (-23.44)	9
wa-ja-se-ka-na	wajasekana	γέl̩α	-25.1573	γέl̩α (-25.16); †=l̩ (-25.83); γίσσα (-26.28)	10
wa-ja-t	wajat	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
wa-ja-tu	wajatu	†=ð	-13.9464	†=ð (-13.95); γίσσα (-15.76); γέl̩α (-17.87)	6
wa-ja-tu-r	wajatur	†=ð	-17.4524	†=ð (-17.45); γίσσα (-18.13); βάνðα (-19.37)	7
wa-ja-tu-ru	wajaturu	†=ð	-19.8369	†=ð (-19.84); γίσσα (-20.71); βάνðα (-22.17)	8
wa-ja-tu-ru-s	wajaturus	†=ð	-23.3439	†=ð (-23.34); γίσσα (-23.44); †σωðαρ- (-24.59)	9
wa-ja-tu-ru-sa	wajaturusa	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-26.85); †σωðαρ- (-26.89)	10
wa-za-*56	wazaΦ	*ar	-10.2741	*ar (-10.27); en (-11.61); an (-11.61)	5
wa-za-*56-n	wazaΦn	*ur°	-13.1185	*ur° (-13.12); *ar (-13.78); eb- (-14.45)	6
wa-za-*56-ni	wazaΦni	*ur°	-15.9462	*ur° (-15.95); eb- (-17.28); *ar (-17.28)	7
za-*56-ni	zaΦni	eb-	-10.2682	eb- (-10.27); an (-11.61); en (-11.61)	5
*301-ti-ja	Θtija	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
*301-ti-ja-s	Θtijas	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=l̩ (-18.34)	6
*301-ti-ja-sa	Θtijasa	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
*301-ti-ja-sa-s	Θtijasas	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
*301-ti-ja-sa-sa	Θtijasasa	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
*301-ti-ja-sa-sa-r	Θtijasasar	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
*301-u-ti-n	Θutin	wðwn	-12.5656	wðwn (-12.57); γίσσα (-13.74); Κβωðης (-14.42)	5
*301-u-ti-nu	Θutinu	†=ð	-13.9425	†=ð (-13.94); wðwn (-15.66); γίσσα (-15.76)	6
*301-u-ti-nu-j	Θutinuj	†=ð	-17.4484	†=ð (-17.45); γίσσα (-18.13); wðwn (-18.87)	7
*301-u-ti-nu-ja	Θutinuja	γίσσα	-20.7122	γίσσα (-20.71); †=ð (-20.95); ða (?) (-21.67)	8
*301-u-ti-nu-ja-s	Θutinujas	γίσσα	-23.4428	γίσσα (-23.44); †σωðαρ- (-24.23); ða (?) (-24.35)	9
*301-u-ti-nu-ja-sa	Θutinujasa	γίσσα	-26.2798	γίσσα (-26.28); †σωðαρ- (-26.73); ða (?) (-27.13)	10
*301-wa-e-a	Θwaea	γίσσα	-13.742	γίσσα (-13.74); wðwn (-13.93); wbt (-14.21)	5
*301-wa-e-a-d	Θwaead	†=n / ɲ	-15.4626	†=n / ɲ (-15.46); γίσσα (-15.76); *kʷrd (-16.22)	6
*301-wa-e-a-di	Θwaeadi	*mn-	-17.2811	*mn- (-17.28); γίσσα (-18.13); †=n / ɲ (-18.71)	7
*301-wa-e-a-di-k	Θwaeadik	*mn-	-20.1147	*mn- (-20.11); γίσσα (-20.71); †=n / ɲ (-21.67)	8
*301-wa-e-a-di-ki	Θwaeadiki	†=l̩	-23.0758	†=l̩ (-23.08); *mn- (-23.22); γίσσα (-23.44)	9
*301-wa-e-a-di-ki-t	Θwaeadikit	γέl̩α	-25.8624	γέl̩α (-25.86); †=l̩ (-25.90); γίσσα (-26.28)	10
*301-wa-ja	Θwaja	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
*301-wa-ja-a	Θwajaa	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=l̩ (-18.34)	6
*301-wa-ja-a-d	Θwajaad	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-18.89); *jnem (-18.95)	7
*301-wa-ja-a-di	Θwajaadi	γίσσα	-20.7122	γίσσα (-20.71); *jnem (-22.23); †=n / ɲ (-22.35)	8
*301-wa-ja-a-di-k	Θwajaadik	γίσσα	-23.4428	γίσσα (-23.44); pjdl (-24.20); *jnem (-25.55)	9
