lost	top1_known	score	top10
uΦet	iða	-10.3741	"[[""iða"", -10.3741], [""ije"", -10.3853], [""ite"", -10.3853], [""iqta"", -10.4758], [""Tele"", -11.0574], [""=ewẽ"", -11.0574], [""Masa"", -11.1374], [""=mẽ"", -11.3274], [""=be"", -11.3274], [""=pe"", -11.3274]]"
uΦetu	iwe-	-13.2135	"[[""iwe-"", -13.2135], [""iða"", -13.8543], [""ite"", -13.8651], [""ije"", -13.8651], [""iqta"", -13.9785], [""=ewẽ"", -14.296], [""Tele"", -14.296], [""Masa"", -14.3556], [""Pubiele"", -14.6042], [""=de"", -14.8148]]"
uΦetum	iwe-	-16.0363	"[[""iwe-"", -16.0363], [""iða"", -17.3344], [""ite"", -17.345], [""ije"", -17.345], [""s(ije)-"", -17.4498], [""iqta"", -17.4794], [""=ewẽ"", -17.5861], [""Tele"", -17.5861], [""Masa"", -17.6329], [""eb(e)"", -17.725]]"
uΦetume	Piɡrẽi	-16.1555	"[[""Piɡrẽi"", -16.1555], [""ai"", -17.5279], [""γarãi"", -17.6273], [""Piɲteusi"", -18.5053], [""Puwẽi"", -18.5344], [""ebei"", -19.1063], [""iwe-"", -19.1315], [""ite(/i)-"", -19.3166], [""ipre(/i)-"", -19.483], [""nei"", -19.5962]]"
uΦetumei	Piɡrẽi	-19.6623	"[[""Piɡrẽi"", -19.6623], [""ẽne/i-"", -20.8753], [""ete/i-"", -20.8753], [""ai"", -21.0351], [""xe/i-"", -21.0926], [""ite(/i)-"", -21.1243], [""inaxe/i-"", -21.1294], [""γarãi"", -21.1333], [""side/i-"", -21.2431], [""ipre(/i)-"", -21.2795]]"
uΦetumeij	ite(/i)-	-21.6358	"[[""ite(/i)-"", -21.6358], [""ipre(/i)-"", -21.7871], [""Piɡrẽi"", -23.169], [""ẽne/i-"", -23.6996], [""ete/i-"", -23.6996], [""xe/i-"", -23.9248], [""inaxe/i-"", -23.9527], [""xike(/i)-"", -23.9915], [""side/i-"", -24.0673], [""ije-(ti)"", -24.1551]]"
uΦetumeija	ite(/i)-	-24.0906	"[[""ite(/i)-"", -24.0906], [""ipre(/i)-"", -24.2417], [""xike(/i)-"", -26.4464], [""Piɡrẽi"", -26.6755], [""ẽne/i-"", -26.8041], [""ete/i-"", -26.8041], [""xe/i-"", -27.0324], [""inaxe/i-"", -27.0564], [""side/i-"", -27.1721], [""ite-(ti)"", -27.2154]]"
wae	ti	-3.5027	"[[""ti"", -3.5027], [""pibi"", -5.8621], [""kiki"", -5.8621], [""kbi"", -5.8645], [""tti"", -5.8645], [""xɲti"", -6.2272], [""qbai"", -6.2409], [""pri"", -6.2457], [""tri"", -6.2457], [""xri"", -6.2457]]"
waea	ti-	-6.3567	"[[""ti-"", -6.3567], [""xi-"", -6.3567], [""ti"", -7.0099], [""xe/i-"", -8.4683], [""tis-"", -9.0599], [""tsi-"", -9.0601], [""kiki"", -9.0794], [""pibi"", -9.0794], [""weri-"", -9.1166], [""xle/i-"", -9.1176]]"
waead	ti-	-9.1811	"[[""ti-"", -9.1811], [""xi-"", -9.1811], [""tis-"", -10.2716], [""pise"", -10.4259], [""tise"", -10.4259], [""ti"", -10.5171], [""kʷãn"", -11.2535], [""xe/i-"", -11.2844], [""win(i)-"", -11.7286], [""tsi-"", -11.7811]]"
waeadi	tis-	-9.8608	"[[""tis-"", -9.8608], [""ti-"", -12.2866], [""xi-"", -12.2866], [""kəm.me"", -13.162], [""pise"", -13.2699], [""tise"", -13.2699], [""is-"", -13.3709], [""win(i)-"", -13.8709], [""ter-"", -13.9671], [""ti"", -14.0243]]"
waeadik	tis-	-12.6853	"[[""tis-"", -12.6853], [""win(i)-"", -15.2161], [""ti-"", -15.5082], [""xi-"", -15.5082], [""kəm.me"", -15.6513], [""is-"", -16.1954], [""tise"", -16.3821], [""pise"", -16.3821], [""ter-"", -16.7987], [""xal(i)-"", -17.1996]]"
waeadiki	tis-	-15.7909	"[[""tis-"", -15.7909], [""win(i)-"", -17.3162], [""kəm.me"", -18.4881], [""xis-(ti)"", -18.6524], [""xi-"", -18.7937], [""ti-"", -18.7937], [""is-"", -19.3009], [""tise"", -19.6071], [""pise"", -19.6071], [""ti-(ti)"", -19.7122]]"
waeadikit	pise	-17.5364	"[[""pise"", -17.5364], [""tise"", -17.5364], [""kəm.me"", -18.039], [""tis-"", -19.0126], [""pinale"", -19.3652], [""win(i)-"", -19.7948], [""piqm̃ma"", -19.8637], [""tisn͂ke"", -20.2074], [""pibere"", -20.2737], [""tiðere"", -20.2737]]"
waeadikite	pise	-21.0312	"[[""pise"", -21.0312], [""tise"", -21.0312], [""trei"", -21.0426], [""kəm.me"", -21.5144], [""win(i)-"", -21.7975], [""tis-"", -22.298], [""Piɡrẽi"", -22.3644], [""pinale"", -22.617], [""xis-(ti)"", -22.8582], [""tibera["", -23.1075]]"
wai	xb-	-7.9796	"[[""xb-"", -7.9796], [""xi-"", -8.3337], [""xa-"", -8.3337], [""ti-"", -8.3337], [""xtt-"", -8.644], [""xɲt-"", -8.644], [""dda-"", -8.6615], [""kdu-"", -8.6615], [""θθe-"", -8.6615], [""wex-"", -8.6847]]"
waij	xb-	-10.9644	"[[""xb-"", -10.9644], [""kʷla-"", -11.2007], [""xi-"", -11.2714], [""xa-"", -11.2714], [""ti-"", -11.2714], [""xɲt-"", -11.4683], [""xtt-"", -11.4683], [""θθe-"", -11.4815], [""dda-"", -11.4815], [""kdu-"", -11.4815]]"
waija	kʷla-	-13.8217	"[[""kʷla-"", -13.8217], [""xb-"", -14.0683], [""xa-"", -14.3361], [""ti-"", -14.3361], [""xi-"", -14.3361], [""xɲt-"", -14.4662], [""xtt-"", -14.4662], [""θθe-"", -14.4767], [""dda-"", -14.4767], [""kdu-"", -14.4767]]"
waj	xb-	-7.9796	"[[""xb-"", -7.9796], [""xi-"", -8.3337], [""xa-"", -8.3337], [""ti-"", -8.3337], [""xtt-"", -8.644], [""xɲt-"", -8.644], [""dda-"", -8.6615], [""kdu-"", -8.6615], [""θθe-"", -8.6615], [""wex-"", -8.6847]]"
waja	xb-	-10.9644	"[[""xb-"", -10.9644], [""kʷla-"", -11.2007], [""xi-"", -11.2714], [""xa-"", -11.2714], [""ti-"", -11.2714], [""xɲt-"", -11.4683], [""xtt-"", -11.4683], [""θθe-"", -11.4815], [""dda-"", -11.4815], [""kdu-"", -11.4815]]"
wajaa	kʷla-	-13.8217	"[[""kʷla-"", -13.8217], [""xb-"", -14.0683], [""xa-"", -14.3361], [""ti-"", -14.3361], [""xi-"", -14.3361], [""xɲt-"", -14.4662], [""xtt-"", -14.4662], [""θθe-"", -14.4767], [""dda-"", -14.4767], [""kdu-"", -14.4767]]"
wajaad	kʷãn	-14.3209	"[[""kʷãn"", -14.3209], [""trus"", -15.66], [""t͡seus"", -16.3249], [""kʷla-"", -16.6479], [""trm̃mis"", -16.8502], [""tse-"", -16.8619], [""tsa-"", -16.8619], [""tsi-"", -16.8619], [""xb-"", -17.2449], [""xnna"", -17.3334]]"
wajaadi	kʷãn	-17.8138	"[[""kʷãn"", -17.8138], [""tem-/m̃m-"", -18.3504], [""kʷexn͂n-"", -18.4221], [""tsas-"", -18.497], [""ter-"", -18.6314], [""tis-"", -18.6314], [""xber-"", -18.6462], [""trus"", -19.0158], [""pddeːn-"", -19.1326], [""tse-"", -19.3837]]"
wajaadik	tem-/m̃m-	-20.9055	"[[""tem-/m̃m-"", -20.9055], [""kʷexn͂n-"", -21.0895], [""tsas-"", -21.248], [""kʷãn"", -21.3042], [""xber-"", -21.4755], [""ter-"", -21.4929], [""tis-"", -21.4929], [""xθθã(n)-"", -21.9282], [""pddẽ(n)-"", -21.9282], [""pddeːn-"", -21.9567]]"
wajaadiki	tem-/m̃m-	-23.7357	"[[""tem-/m̃m-"", -23.7357], [""kʷexn͂n-"", -24.0187], [""tsas-"", -24.2807], [""xθθã(n)-"", -24.3876], [""pddẽ(n)-"", -24.3876], [""xaxã(n)-"", -24.5809], [""xber-"", -24.5819], [""ter-"", -24.6093], [""tis-"", -24.6093], [""xm̃me-"", -24.6841]]"
wajaadikit	kʷntsa	-24.0737	"[[""kʷntsa"", -24.0737], [""tsa"", -24.5385], [""kəm.me"", -24.9182], [""xlm̃me"", -24.9182], [""prnna"", -25.705], [""xnna"", -25.7936], [""=mẽ"", -25.8174], [""t͡seus"", -25.9722], [""kʷretu"", -25.9827], [""t͡sẽmure"", -26.116]]"
wajaaj	kʷla-	-16.6479	"[[""kʷla-"", -16.6479], [""xb-"", -17.2449], [""xa-"", -17.4814], [""ti-"", -17.4814], [""xi-"", -17.4814], [""xtt-"", -17.5656], [""xɲt-"", -17.5656], [""kdu-"", -17.5743], [""θθe-"", -17.5743], [""dda-"", -17.5743]]"
wajaaja	kʷla-	-19.6003	"[[""kʷla-"", -19.6003], [""xb-"", -20.471], [""xi-"", -20.6825], [""xa-"", -20.6825], [""ti-"", -20.6825], [""xtt-"", -20.7321], [""xɲt-"", -20.7321], [""kdu-"", -20.7396], [""θθe-"", -20.7396], [""dda-"", -20.7396]]"
wajaj	kʷla-	-13.8217	"[[""kʷla-"", -13.8217], [""xb-"", -14.0683], [""xa-"", -14.3361], [""ti-"", -14.3361], [""xi-"", -14.3361], [""xɲt-"", -14.4662], [""xtt-"", -14.4662], [""θθe-"", -14.4767], [""dda-"", -14.4767], [""kdu-"", -14.4767]]"
wajaja	kʷla-	-16.6479	"[[""kʷla-"", -16.6479], [""xb-"", -17.2449], [""xa-"", -17.4814], [""ti-"", -17.4814], [""xi-"", -17.4814], [""xtt-"", -17.5656], [""xɲt-"", -17.5656], [""kdu-"", -17.5743], [""θθe-"", -17.5743], [""dda-"", -17.5743]]"
wajajaa	kʷla-	-19.6003	"[[""kʷla-"", -19.6003], [""xb-"", -20.471], [""xi-"", -20.6825], [""xa-"", -20.6825], [""ti-"", -20.6825], [""xtt-"", -20.7321], [""xɲt-"", -20.7321], [""kdu-"", -20.7396], [""θθe-"", -20.7396], [""dda-"", -20.7396]]"
wajajad	kʷãn	-17.4678	"[[""kʷãn"", -17.4678], [""trus"", -18.9992], [""t͡seus"", -19.3431], [""kʷla-"", -19.6003], [""trm̃mis"", -19.8398], [""tsa-"", -20.1915], [""tse-"", -20.1915], [""tsi-"", -20.1915], [""xb-"", -20.471], [""kʷntsa"", -20.5588]]"
wajajadi	kʷãn	-20.9634	"[[""kʷãn"", -20.9634], [""tem-/m̃m-"", -20.9837], [""kʷexn͂n-"", -21.2474], [""tsas-"", -21.834], [""ter-"", -21.9428], [""tis-"", -21.9428], [""xber-"", -21.9531], [""pddeːn-"", -22.1324], [""trus"", -22.3769], [""kʷla-"", -22.6386]]"
wajajadik	tem-/m̃m-	-23.5812	"[[""tem-/m̃m-"", -23.5812], [""kʷexn͂n-"", -23.9502], [""kʷãn"", -24.4572], [""tsas-"", -24.5983], [""xber-"", -24.7845], [""ter-"", -24.8117], [""tis-"", -24.8117], [""xθθã(n)-"", -24.9255], [""pddẽ(n)-"", -24.9255], [""pddeːn-"", -24.9572]]"
wajajadiki	tem-/m̃m-	-26.4468	"[[""tem-/m̃m-"", -26.4468], [""kʷexn͂n-"", -26.9141], [""xθθã(n)-"", -27.387], [""pddẽ(n)-"", -27.387], [""xaxã(n)-"", -27.5611], [""tsas-"", -27.6419], [""xber-"", -27.8918], [""ter-"", -27.9311], [""tis-"", -27.9311], [""kʷãn"", -27.9493]]"
wajajai	kʷla-	-19.6003	"[[""kʷla-"", -19.6003], [""xb-"", -20.471], [""xi-"", -20.6825], [""xa-"", -20.6825], [""ti-"", -20.6825], [""xtt-"", -20.7321], [""xɲt-"", -20.7321], [""kdu-"", -20.7396], [""θθe-"", -20.7396], [""dda-"", -20.7396]]"
wajajain	kʷla-	-22.6386	"[[""kʷla-"", -22.6386], [""kʷa-(ti)"", -23.4481], [""xb-"", -23.7334], [""kb-/tu-"", -23.9204], [""xi-"", -23.9244], [""xa-"", -23.9244], [""ti-"", -23.9244], [""xɲt-"", -23.9464], [""xtt-"", -23.9464], [""kdu-"", -23.9528]]"
wajajainw	kʷa-(ti)	-24.5298	"[[""kʷa-(ti)"", -24.5298], [""kʷas-(ti)"", -25.049], [""kb-/tu-"", -25.4296], [""da-(di)"", -25.6918], [""pu-(di)"", -25.6918], [""xa-(di)"", -25.6918], [""ta-(di)"", -25.6918], [""xa-(ti)"", -25.6918], [""ti-(ti)"", -25.6918], [""kjub"", -25.7107]]"
wajajainwa	kʷa-(ti)	-26.792	"[[""kʷa-(ti)"", -26.792], [""kʷas-(ti)"", -27.2893], [""xb-"", -27.3536], [""kʷl-/tel-"", -27.5045], [""kb-/tu-"", -27.7403], [""xa-(ti)"", -27.9992], [""xa-(di)"", -27.9992], [""da-(di)"", -27.9992], [""ti-(ti)"", -27.9992], [""pu-(di)"", -27.9992]]"
wajajaj	kʷla-	-19.6003	"[[""kʷla-"", -19.6003], [""xb-"", -20.471], [""xi-"", -20.6825], [""xa-"", -20.6825], [""ti-"", -20.6825], [""xtt-"", -20.7321], [""xɲt-"", -20.7321], [""kdu-"", -20.7396], [""θθe-"", -20.7396], [""dda-"", -20.7396]]"
wajajaja	kʷla-	-22.6386	"[[""kʷla-"", -22.6386], [""kʷa-(ti)"", -23.4481], [""xb-"", -23.7334], [""kb-/tu-"", -23.9204], [""xi-"", -23.9244], [""xa-"", -23.9244], [""ti-"", -23.9244], [""xɲt-"", -23.9464], [""xtt-"", -23.9464], [""kdu-"", -23.9528]]"
wajajas	kʷla-	-19.6003	"[[""kʷla-"", -19.6003], [""xb-"", -20.471], [""xi-"", -20.6825], [""xa-"", -20.6825], [""ti-"", -20.6825], [""xtt-"", -20.7321], [""xɲt-"", -20.7321], [""kdu-"", -20.7396], [""θθe-"", -20.7396], [""dda-"", -20.7396]]"
wajajasa	kʷla-	-22.6386	"[[""kʷla-"", -22.6386], [""kʷa-(ti)"", -23.4481], [""xb-"", -23.7334], [""kb-/tu-"", -23.9204], [""xi-"", -23.9244], [""xa-"", -23.9244], [""ti-"", -23.9244], [""xɲt-"", -23.9464], [""xtt-"", -23.9464], [""kdu-"", -23.9528]]"
wajajasas	kʷla-	-25.7395	"[[""kʷla-"", -25.7395], [""kʷa-(ti)"", -26.1881], [""kb-/tu-"", -26.8136], [""kʷas-(ti)"", -26.8537], [""xal(i)-"", -26.8969], [""win(i)-"", -26.8969], [""xb-"", -27.0235], [""ta-(di)"", -27.1044], [""xa-(di)"", -27.1044], [""da-(di)"", -27.1044]]"
wajajasasa	kʷla-	-28.8879	"[[""kʷla-"", -28.8879], [""kʷa-(ti)"", -29.0169], [""kʷas-(ti)"", -29.5982], [""kb-/tu-"", -29.7767], [""win(i)-"", -29.8684], [""xal(i)-"", -29.8684], [""xa-(ti)"", -30.0548], [""da-(di)"", -30.0548], [""ti-(ti)"", -30.0548], [""ta-(di)"", -30.0548]]"
wajas	kʷla-	-13.8217	"[[""kʷla-"", -13.8217], [""xb-"", -14.0683], [""xa-"", -14.3361], [""ti-"", -14.3361], [""xi-"", -14.3361], [""xɲt-"", -14.4662], [""xtt-"", -14.4662], [""θθe-"", -14.4767], [""dda-"", -14.4767], [""kdu-"", -14.4767]]"
wajase	ti	-14.0216	"[[""ti"", -14.0216], [""pibi"", -15.6554], [""kiki"", -15.6554], [""tti"", -15.6884], [""kbi"", -15.6884], [""xɲti"", -15.7988], [""qbai"", -15.8041], [""tewi"", -15.8241], [""kebi"", -15.8241], [""tedi"", -15.8241]]"
wajasek	xi-	-16.8635	"[[""xi-"", -16.8635], [""ti-"", -16.8635], [""xe/i-"", -17.182], [""xle/i-"", -17.3578], [""ti"", -17.5288], [""kʷa-(ti)"", -18.1579], [""tsi-"", -18.6314], [""weri-"", -18.6737], [""ti-(ti)"", -18.7987], [""xa-(di)"", -18.8132]]"
wajaseka	xi-	-19.6939	"[[""xi-"", -19.6939], [""ti-"", -19.6939], [""xe/i-"", -20.006], [""win(i)-"", -20.1447], [""xal(i)-"", -20.1524], [""xle/i-"", -20.1823], [""kʷa-(ti)"", -20.9656], [""ti"", -21.036], [""ux(i)-"", -21.0712], [""kʷele(/i)-"", -21.316]]"
wajasekan	win(i)-	-22.6019	"[[""win(i)-"", -22.6019], [""xal(i)-"", -22.613], [""xi-"", -22.8014], [""ti-"", -22.8014], [""xe/i-"", -23.1097], [""xle/i-"", -23.2868], [""ux(i)-"", -23.535], [""kʷele(/i)-"", -23.7683], [""kʷa-(ti)"", -24.0347], [""xike(/i)-"", -24.0626]]"
wajasekana	win(i)-	-25.4276	"[[""win(i)-"", -25.4276], [""xal(i)-"", -25.4441], [""xi-"", -26.0241], [""ti-"", -26.0241], [""xe/i-"", -26.3289], [""ux(i)-"", -26.3675], [""xle/i-"", -26.507], [""kʷele(/i)-"", -26.5891], [""xike(/i)-"", -26.8675], [""pede(/i)-"", -26.9024]]"
wajat	ta	-10.5153	"[[""ta"", -10.5153], [""da"", -10.5153], [""ke"", -10.5277], [""pe"", -10.5277], [""kʷaja"", -11.1251], [""kʷla"", -11.2535], [""kʷãn"", -12.1882], [""xaxa"", -12.3433], [""wawa"", -12.3433], [""tawa"", -12.3433]]"
wajatu	xa-	-13.3621	"[[""xa-"", -13.3621], [""ta"", -14.0225], [""da"", -14.0225], [""pe"", -14.0349], [""ke"", -14.0349], [""kʷla-"", -14.0721], [""kʷaja"", -14.3455], [""kʷla"", -14.7422], [""kʷãn"", -15.0275], [""eb(e)"", -15.0883]]"
wajatur	xa-	-16.1901	"[[""xa-"", -16.1901], [""kʷla-"", -16.9043], [""ta"", -17.5297], [""da"", -17.5297], [""ke"", -17.5421], [""pe"", -17.5421], [""kʷaja"", -17.6241], [""eb(e)"", -17.9126], [""tawa-"", -17.9156], [""xaxa-"", -17.9156]]"
wajaturu	xa-	-19.2968	"[[""xa-"", -19.2968], [""kʷla-"", -20.0049], [""kʷa-(ti)"", -20.4081], [""xe/i-"", -20.9104], [""xawa-"", -20.9343], [""xãta-"", -20.9343], [""xaxa-"", -20.9343], [""xata-"", -20.9343], [""tawa-"", -20.9343], [""wasa-"", -20.9389]]"
wajaturus	kʷa-(ti)	-22.5189	"[[""kʷa-(ti)"", -22.5189], [""xa-"", -22.519], [""kʷla-"", -23.2175], [""xe/i-"", -23.7419], [""kʷele(/i)-"", -24.0057], [""xawa-"", -24.0742], [""xãta-"", -24.0742], [""xata-"", -24.0742], [""xaxa-"", -24.0742], [""tawa-"", -24.0742]]"
wajaturusa	kʷa-(ti)	-24.9992	"[[""kʷa-(ti)"", -24.9992], [""xa-"", -25.8049], [""kʷele(/i)-"", -26.2921], [""kʷla-"", -26.4915], [""xe/i-"", -26.7008], [""xa-(ti)"", -26.718], [""xa-(di)"", -26.718], [""da-(di)"", -26.718], [""ta-(di)"", -26.718], [""xaxa-"", -27.2825]]"
waz	qal	-6.2457	"[[""qal"", -6.2457], [""kʷla-"", -6.2651], [""kʷla"", -6.2711], [""xla-"", -6.8192], [""xla"", -6.9224], [""tla"", -6.9224], [""hla"", -6.9224], [""xb-"", -7.9796], [""ti-"", -8.3337], [""xi-"", -8.3337]]"
waza	kʷla-	-8.4339	"[[""kʷla-"", -8.4339], [""xla-"", -9.0599], [""kʷla"", -9.0862], [""tlle-"", -9.6537], [""qal"", -9.7383], [""xla"", -9.766], [""tla"", -9.766], [""hla"", -9.766], [""xb-"", -10.9644], [""ti-"", -11.2714]]"
wazaΦ	kʷla-	-11.1401	"[[""kʷla-"", -11.1401], [""xla-"", -11.7931], [""tlle-"", -12.1158], [""kʷla"", -12.1787], [""hla"", -12.8781], [""xla"", -12.8781], [""tla"", -12.8781], [""qal"", -13.2307], [""xle/i-"", -13.9162], [""xb-"", -14.0683]]"
wazaΦn	kʷla-	-14.0721	"[[""kʷla-"", -14.0721], [""xla-"", -14.743], [""tlle-"", -14.9428], [""kʷla"", -15.3864], [""tla"", -16.103], [""xla"", -16.103], [""hla"", -16.103], [""kʷl-/tel-"", -16.2654], [""xle/i-"", -16.4945], [""xal(i)-"", -16.5143]]"
wazaΦni	kʷla-	-17.1294	"[[""kʷla-"", -17.1294], [""xla-"", -17.8147], [""tlle-"", -17.9416], [""kʷl-/tel-"", -18.5092], [""kʷla"", -18.6576], [""xal(i)-"", -18.9956], [""xle/i-"", -19.255], [""xla"", -19.3905], [""hla"", -19.3905], [""tla"", -19.3905]]"
waΦ	xb-	-7.9796	"[[""xb-"", -7.9796], [""xi-"", -8.3337], [""xa-"", -8.3337], [""ti-"", -8.3337], [""xtt-"", -8.644], [""xɲt-"", -8.644], [""dda-"", -8.6615], [""kdu-"", -8.6615], [""θθe-"", -8.6615], [""wex-"", -8.6847]]"
zaΦ	law-	-8.703	"[[""law-"", -8.703], [""la"", -9.3934], [""lãta-"", -10.9266], [""lawi-"", -10.9266], [""lada-"", -10.9266], [""latã"", -11.5051], [""laka"", -11.5051], [""lada"", -11.5051], [""luɡa"", -11.5051], [""=mẽ"", -11.5351]]"
zaΦn	law-	-11.5182	"[[""law-"", -11.5182], [""la"", -12.6134], [""lawi-"", -13.6186], [""lãta-"", -13.6186], [""lada-"", -13.6186], [""la-(ti)"", -14.0098], [""latã"", -14.4973], [""laka"", -14.4973], [""lada"", -14.4973], [""luɡa"", -14.4973]]"
zaΦni	law-	-14.5108	"[[""law-"", -14.5108], [""la"", -15.898], [""la-(ti)"", -16.2568], [""lawi-"", -16.4861], [""lãta-"", -16.4861], [""lada-"", -16.4861], [""latã"", -17.5948], [""lada"", -17.5948], [""laka"", -17.5948], [""luɡa"", -17.5948]]"
Θti	Masa	-8.725	"[[""Masa"", -8.725], [""Tele"", -8.7374], [""=ewẽ"", -8.7374], [""ada-"", -9.0879], [""Jaɲ"", -9.0909], [""ax-"", -9.1032], [""ad-"", -9.1032], [""xa-"", -9.1314], [""=pe"", -9.339], [""=mẽ"", -9.339]]"
Θtij	ada-	-11.6953	"[[""ada-"", -11.6953], [""ad-"", -11.8206], [""ax-"", -11.8206], [""Masa"", -11.9319], [""=ewẽ"", -11.9442], [""Tele"", -11.9442], [""xa-"", -11.9546], [""Jaɲ"", -12.1832], [""eru-"", -12.2185], [""aqa"", -12.5757]]"
Θtija	ada-	-14.6175	"[[""ada-"", -14.6175], [""ax-"", -14.7634], [""ad-"", -14.7634], [""eru-"", -15.0349], [""xa-"", -15.0545], [""Masa"", -15.2014], [""=ewẽ"", -15.2137], [""Tele"", -15.2137], [""Jaɲ"", -15.3908], [""tsa-"", -15.7003]]"
Θtijas	ada-	-17.6811	"[[""ada-"", -17.6811], [""ax-"", -17.8311], [""ad-"", -17.8311], [""eru-"", -18.0281], [""xa-"", -18.2693], [""Masa"", -18.5107], [""Tele"", -18.523], [""=ewẽ"", -18.523], [""Jaɲ"", -18.662], [""tsa-"", -18.918]]"
Θtijasa	ada-	-20.8278	"[[""ada-"", -20.8278], [""ad-"", -20.9785], [""ax-"", -20.9785], [""eru-"", -21.1244], [""xa-"", -21.5476], [""Masa"", -21.8475], [""Tele"", -21.8597], [""=ewẽ"", -21.8597], [""Jaɲ"", -21.9734], [""ẽne/i-"", -22.0249]]"
Θtijasas	ada-	-24.0297	"[[""ada-"", -24.0297], [""ad-"", -24.181], [""ax-"", -24.181], [""eru-"", -24.2887], [""a(i)-(di)"", -24.3748], [""ite(/i)-"", -24.7894], [""kʷa-(ti)"", -24.8448], [""xa-"", -24.866], [""asa-(ti)"", -24.8826], [""as-(ti)"", -24.9152]]"
Θtijasasa	a(i)-(di)	-26.7627	"[[""a(i)-(di)"", -26.7627], [""ada-"", -27.2716], [""ad-"", -27.424], [""ax-"", -27.424], [""eru-"", -27.5011], [""ite(/i)-"", -27.5091], [""asa-(ti)"", -27.6418], [""kʷa-(ti)"", -27.6734], [""as-(ti)"", -27.71], [""es-(ti)"", -27.722]]"
Θtijasasar	a(i)-(di)	-29.3094	"[[""a(i)-(di)"", -29.3094], [""ite(/i)-"", -30.3391], [""asa-(ti)"", -30.5027], [""ada-"", -30.5435], [""as-(ti)"", -30.5935], [""kʷa-(ti)"", -30.6], [""es-(di)"", -30.6055], [""es-(ti)"", -30.6055], [""ad-"", -30.698], [""ax-"", -30.698]]"
Θuj	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
Θuja	=be	-14.5247	"[[""=be"", -14.5247], [""=ti"", -14.5247], [""=mẽ"", -14.5247], [""Jaɲ"", -14.5247], [""=de"", -14.5247], [""=pe"", -14.5247], [""ax-"", -14.9765], [""xb-"", -14.9765], [""mu-"", -14.9765], [""is-"", -14.9765]]"
Θut	Masa	-8.2229	"[[""Masa"", -8.2229], [""=ewẽ"", -8.2354], [""Tele"", -8.2354], [""=de"", -8.4435], [""=mẽ"", -8.4435], [""=be"", -8.4435], [""=pe"", -8.4435], [""Mula"", -8.7201], [""Iuba"", -8.7201], [""Jaɲ"", -9.0981]]"
Θuti	Masa	-11.3895	"[[""Masa"", -11.3895], [""=ewẽ"", -11.402], [""Tele"", -11.402], [""=de"", -11.9212], [""=pe"", -11.9212], [""=be"", -11.9212], [""=mẽ"", -11.9212], [""Jaɲ"", -11.9271], [""ada-"", -12.1883], [""xa-"", -12.2188]]"
Θutin	Masa	-14.6363	"[[""Masa"", -14.6363], [""Tele"", -14.6487], [""=ewẽ"", -14.6487], [""ada-"", -14.8637], [""Jaɲ"", -15.0292], [""xa-"", -15.052], [""eb(e)"", -15.254], [""ax-"", -15.3009], [""ad-"", -15.3009], [""=mẽ"", -15.3921]]"
Θutinu	ada-	-17.8354	"[[""ada-"", -17.8354], [""Masa"", -17.9313], [""=ewẽ"", -17.9437], [""Tele"", -17.9437], [""xa-"", -18.157], [""Jaɲ"", -18.2452], [""ad-"", -18.2515], [""ax-"", -18.2515], [""eb(e)"", -18.284], [""mla-"", -18.5181]]"
Θutinuj	ada-	-20.9365	"[[""ada-"", -20.9365], [""Masa"", -21.2587], [""=ewẽ"", -21.2711], [""Tele"", -21.2711], [""ax-"", -21.3236], [""ad-"", -21.3236], [""xa-"", -21.3758], [""eb(e)"", -21.407], [""Jaɲ"", -21.5242], [""eru-"", -21.5317]]"
Θutinuja	ada-	-24.1125	"[[""ada-"", -24.1125], [""ax-"", -24.4737], [""ad-"", -24.4737], [""eb(e)"", -24.5736], [""Masa"", -24.6093], [""=ewẽ"", -24.6216], [""Tele"", -24.6216], [""eru-"", -24.6286], [""xa-"", -24.6574], [""kʷa-(ti)"", -24.6983]]"
Θutinujas	ada-	-27.338	"[[""ada-"", -27.338], [""kʷa-(ti)"", -27.3888], [""ite(/i)-"", -27.6024], [""ad-"", -27.6781], [""ax-"", -27.6781], [""eb(e)"", -27.7643], [""eru-"", -27.7933], [""a(i)-(di)"", -27.8642], [""Masa"", -27.9772], [""xa-"", -27.979]]"
Θutinujasa	kʷa-(ti)	-30.2188	"[[""kʷa-(ti)"", -30.2188], [""a(i)-(di)"", -30.2578], [""ite(/i)-"", -30.3236], [""ada-"", -30.5992], [""asa-(ti)"", -30.8438], [""ad-"", -30.9225], [""ax-"", -30.9225], [""eb(e)"", -30.9709], [""eru-"", -31.006], [""ma-(ti)"", -31.1071]]"
Θwa	xb-	-8.4485	"[[""xb-"", -8.4485], [""xɲt-"", -9.0332], [""xtt-"", -9.0332], [""wex-"", -9.0879], [""tub-"", -9.0879], [""=ti"", -9.0909], [""=be"", -9.0909], [""=de"", -9.0909], [""=pe"", -9.0909], [""ti-"", -9.1032]]"
