lost	top1_known	score	top10
autin	Masa	-14.6363	"[[""Masa"", -14.6363], [""Tele"", -14.6487], [""=ewẽ"", -14.6487], [""ada-"", -14.8637], [""Jaɲ"", -15.0292], [""xa-"", -15.052], [""eb(e)"", -15.254], [""ax-"", -15.3009], [""ad-"", -15.3009], [""=mẽ"", -15.3921]]"
autinu	ada-	-17.8354	"[[""ada-"", -17.8354], [""Masa"", -17.9313], [""=ewẽ"", -17.9437], [""Tele"", -17.9437], [""xa-"", -18.157], [""Jaɲ"", -18.2452], [""ad-"", -18.2515], [""ax-"", -18.2515], [""eb(e)"", -18.284], [""mla-"", -18.5181]]"
autinui	ada-	-20.9365	"[[""ada-"", -20.9365], [""Masa"", -21.2587], [""=ewẽ"", -21.2711], [""Tele"", -21.2711], [""ax-"", -21.3236], [""ad-"", -21.3236], [""xa-"", -21.3758], [""eb(e)"", -21.407], [""Jaɲ"", -21.5242], [""eru-"", -21.5317]]"
autinuin	ada-	-24.1125	"[[""ada-"", -24.1125], [""ax-"", -24.4737], [""ad-"", -24.4737], [""eb(e)"", -24.5736], [""Masa"", -24.6093], [""=ewẽ"", -24.6216], [""Tele"", -24.6216], [""eru-"", -24.6286], [""xa-"", -24.6574], [""kʷa-(ti)"", -24.6983]]"
autinuina	ada-	-27.338	"[[""ada-"", -27.338], [""kʷa-(ti)"", -27.3888], [""ite(/i)-"", -27.6024], [""ad-"", -27.6781], [""ax-"", -27.6781], [""eb(e)"", -27.7643], [""eru-"", -27.7933], [""a(i)-(di)"", -27.8642], [""Masa"", -27.9772], [""xa-"", -27.979]]"
autinuinai	kʷa-(ti)	-30.2188	"[[""kʷa-(ti)"", -30.2188], [""a(i)-(di)"", -30.2578], [""ite(/i)-"", -30.3236], [""ada-"", -30.5992], [""asa-(ti)"", -30.8438], [""ad-"", -30.9225], [""ax-"", -30.9225], [""eb(e)"", -30.9709], [""eru-"", -31.006], [""ma-(ti)"", -31.1071]]"
awa	xb-	-8.4485	"[[""xb-"", -8.4485], [""xɲt-"", -9.0332], [""xtt-"", -9.0332], [""wex-"", -9.0879], [""tub-"", -9.0879], [""=ti"", -9.0909], [""=be"", -9.0909], [""=de"", -9.0909], [""=pe"", -9.0909], [""ti-"", -9.1032]]"
awai	xb-	-11.2152	"[[""xb-"", -11.2152], [""xɲt-"", -11.646], [""xtt-"", -11.646], [""wex-"", -11.6953], [""tub-"", -11.6953], [""xi-"", -11.8206], [""ti-"", -11.8206], [""xa-"", -11.8206], [""ad-"", -11.9546], [""ax-"", -11.9546]]"
awaij	xb-	-14.2285	"[[""xb-"", -14.2285], [""xɲt-"", -14.569], [""xtt-"", -14.569], [""wex-"", -14.6175], [""tub-"", -14.6175], [""kʷla-"", -14.7035], [""xi-"", -14.7634], [""ti-"", -14.7634], [""xa-"", -14.7634], [""kdu-"", -14.9507]]"
awaija	kʷla-	-17.3261	"[[""kʷla-"", -17.3261], [""xb-"", -17.3572], [""xɲt-"", -17.6327], [""xtt-"", -17.6327], [""tub-"", -17.6811], [""wex-"", -17.6811], [""ti-"", -17.8311], [""xa-"", -17.8311], [""xi-"", -17.8311], [""dda-"", -17.9487]]"
awaΦ	xb-	-11.2152	"[[""xb-"", -11.2152], [""xɲt-"", -11.646], [""xtt-"", -11.646], [""wex-"", -11.6953], [""tub-"", -11.6953], [""xi-"", -11.8206], [""ti-"", -11.8206], [""xa-"", -11.8206], [""ad-"", -11.9546], [""ax-"", -11.9546]]"
aza	Tlax	-9.1276	"[[""Tlax"", -9.1276], [""law-"", -9.7733], [""mel-"", -9.7766], [""la"", -9.783], [""qal"", -10.4256], [""kʷla-"", -11.5066], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=pe"", -11.5351]]"
azaΦ	law-	-12.2061	"[[""law-"", -12.2061], [""Tlax"", -12.2132], [""mel-"", -12.5981], [""la"", -12.8904], [""qal"", -13.926], [""kʷla-"", -14.2005], [""lada-"", -14.415], [""lawi-"", -14.415], [""lãta-"", -14.415], [""tlle-"", -14.4233]]"
azaΦn	law-	-15.0225	"[[""law-"", -15.0225], [""Tlax"", -15.416], [""mel-"", -15.7003], [""la"", -16.113], [""lada-"", -17.112], [""lawi-"", -17.112], [""lãta-"", -17.112], [""kʷla-"", -17.118], [""tlle-"", -17.2896], [""xal(i)-"", -17.2916]]"
azaΦni	law-	-18.0157	"[[""law-"", -18.0157], [""Tlax"", -18.6831], [""mel-"", -18.918], [""la"", -19.3992], [""la-(ti)"", -19.7298], [""xal(i)-"", -19.7402], [""lawi-"", -19.9824], [""lãta-"", -19.9824], [""lada-"", -19.9824], [""kʷla-"", -20.1583]]"
aΦn	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
aΦni	=be	-14.5247	"[[""=be"", -14.5247], [""=ti"", -14.5247], [""=mẽ"", -14.5247], [""Jaɲ"", -14.5247], [""=de"", -14.5247], [""=pe"", -14.5247], [""ax-"", -14.9765], [""xb-"", -14.9765], [""mu-"", -14.9765], [""is-"", -14.9765]]"
daa	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
daau	nun͂-	-11.2142	"[[""nun͂-"", -11.2142], [""si-"", -11.2714], [""mu-"", -11.2714], [""mɲn-"", -11.5046], [""mla-"", -11.5182], [""mel-"", -11.5182], [""m̃ma"", -11.5188], [""m̃mẽ"", -11.5188], [""is-"", -12.2286], [""mar"", -12.5619]]"
dad	mar	-6.2311	"[[""mar"", -6.2311], [""nur"", -6.2311], [""m̃mẽ"", -6.2702], [""m̃ma"", -6.2702], [""snta"", -6.9688], [""mu-"", -8.2247], [""si-"", -8.2247], [""miren"", -8.3658], [""mɲn-"", -8.3937], [""nun͂-"", -8.618]]"
dada	mɲn-	-9.0445	"[[""mɲn-"", -9.0445], [""m̃ma"", -9.0714], [""m̃mẽ"", -9.0714], [""nur"", -9.7098], [""mar"", -9.7098], [""snta"", -9.7712], [""nun͂-"", -10.6653], [""si-"", -11.0488], [""mu-"", -11.0488], [""m̃me/i-"", -11.0884]]"
dadau	nun͂-	-11.7977	"[[""nun͂-"", -11.7977], [""mɲn-"", -11.874], [""m̃mẽ"", -12.1502], [""m̃ma"", -12.1502], [""snta"", -12.8592], [""nur"", -13.1885], [""mar"", -13.1885], [""m̃me/i-"", -13.3015], [""si-"", -14.0324], [""mu-"", -14.0324]]"
dadaut	m̃ma	-9.8519	"[[""m̃ma"", -9.8519], [""m̃mẽ"", -9.8643], [""=mẽ"", -12.6906], [""snta"", -12.8078], [""səm.ma"", -13.0032], [""sãma"", -13.1584], [""nẽne"", -13.1709], [""mere"", -13.1709], [""m̃para"", -13.2219], [""ne"", -13.3446]]"
dadauti	m̃ma	-13.3588	"[[""m̃ma"", -13.3588], [""m̃mẽ"", -13.3713], [""m̃me/i-"", -15.453], [""mruwe-"", -15.7157], [""mara-"", -16.0075], [""sɲne-"", -16.0474], [""xm̃me-"", -16.1821], [""=mẽ"", -16.1977], [""snta"", -16.3056], [""səm.ma"", -16.5045]]"
dadautin	m̃ma	-16.8657	"[[""m̃ma"", -16.8657], [""m̃mẽ"", -16.8781], [""m̃me/i-"", -17.6374], [""mruwe-"", -18.5407], [""mara-"", -18.8205], [""sɲne-"", -18.8735], [""xm̃me-"", -19.0082], [""m̃mai(je)-"", -19.6738], [""=mẽ"", -19.7048], [""snta"", -19.8033]]"
dadautinu	m̃me/i-	-20.2542	"[[""m̃me/i-"", -20.2542], [""m̃ma"", -20.3725], [""m̃mẽ"", -20.385], [""mruwe-"", -21.6454], [""mara-"", -21.9131], [""sɲne-"", -21.9795], [""m̃mai(je)-"", -22.057], [""xm̃me-"", -22.114], [""s(ije)-"", -22.3597], [""m̃mẽt(i)-"", -22.6534]]"
dadautinui	m̃me/i-	-23.0832	"[[""m̃me/i-"", -23.0832], [""m̃ma"", -23.8793], [""m̃mẽ"", -23.8917], [""m̃m(e)i-(di)"", -24.6531], [""m̃mai(je)-"", -24.7602], [""mruwe-"", -24.8658], [""sm̃ma-(ti)"", -25.0172], [""mara-"", -25.1215], [""m̃mẽt(i)-"", -25.1692], [""s(ije)-"", -25.1907]]"
daj	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
daja	nun͂-	-11.2142	"[[""nun͂-"", -11.2142], [""si-"", -11.2714], [""mu-"", -11.2714], [""mɲn-"", -11.5046], [""mla-"", -11.5182], [""mel-"", -11.5182], [""m̃ma"", -11.5188], [""m̃mẽ"", -11.5188], [""is-"", -12.2286], [""mar"", -12.5619]]"
dajaj	nun͂-	-13.8325	"[[""nun͂-"", -13.8325], [""mu-"", -14.3361], [""si-"", -14.3361], [""mɲn-"", -14.4999], [""mel-"", -14.5108], [""mla-"", -14.5108], [""m̃mẽ"", -14.5118], [""m̃ma"", -14.5118], [""is-"", -15.4346], [""s(ije)-"", -15.6749]]"
dajaja	nun͂-	-16.6577	"[[""nun͂-"", -16.6577], [""si-"", -17.4814], [""mu-"", -17.4814], [""mɲn-"", -17.5978], [""mel-"", -17.6068], [""mla-"", -17.6068], [""m̃mẽ"", -17.6082], [""m̃ma"", -17.6082], [""s(ije)-"", -18.1676], [""m̃me/i-"", -18.4269]]"
dajas	nun͂-	-13.8325	"[[""nun͂-"", -13.8325], [""mu-"", -14.3361], [""si-"", -14.3361], [""mɲn-"", -14.4999], [""mel-"", -14.5108], [""mla-"", -14.5108], [""m̃mẽ"", -14.5118], [""m̃ma"", -14.5118], [""is-"", -15.4346], [""s(ije)-"", -15.6749]]"
dam	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
dama	nun͂-	-11.2142	"[[""nun͂-"", -11.2142], [""si-"", -11.2714], [""mu-"", -11.2714], [""mɲn-"", -11.5046], [""mla-"", -11.5182], [""mel-"", -11.5182], [""m̃ma"", -11.5188], [""m̃mẽ"", -11.5188], [""is-"", -12.2286], [""mar"", -12.5619]]"
damat	mẽ	-10.5277	"[[""mẽ"", -10.5277], [""se"", -10.5277], [""me"", -10.5277], [""ne"", -10.5277], [""m̃ma"", -11.2516], [""m̃mẽ"", -11.2637], [""sãma"", -12.3433], [""maga"", -12.3489], [""maxa"", -12.3489], [""mere"", -12.3558]]"
damate	nei	-10.5258	"[[""nei"", -10.5258], [""neni"", -13.833], [""trei"", -13.9131], [""ni"", -14.0216], [""si"", -14.0216], [""se"", -14.0225], [""ne"", -14.0225], [""me"", -14.0225], [""mẽ"", -14.0225], [""ai"", -14.0252]]"
das	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
dase	si	-7.009	"[[""si"", -7.009], [""ni"", -7.009], [""neni"", -9.344], [""nei"", -9.3486], [""suti"", -9.3573], [""si-"", -10.1341], [""eni"", -10.4259], [""eri"", -10.4259], [""pri"", -10.4263], [""xri"", -10.4263]]"
daser	si-	-9.8598	"[[""si-"", -9.8598], [""ni"", -10.5162], [""si"", -10.5162], [""m̃me/i-"", -11.8185], [""maxi-"", -12.2078], [""nei"", -12.8422], [""neni"", -12.8452], [""suti"", -12.8625], [""siðe"", -13.2599], [""nipe"", -13.2599]]"
dasera	si-	-12.6858	"[[""si-"", -12.6858], [""ni"", -14.0234], [""si"", -14.0234], [""m̃me/i-"", -14.6347], [""s(ije)-"", -14.6652], [""maxi-"", -15.0327], [""tsi-"", -16.1029], [""nei"", -16.3358], [""neni"", -16.3457], [""ma-(ti)"", -16.3542]]"
daserat	si-	-15.7918	"[[""si-"", -15.7918], [""miða"", -16.3342], [""nipe"", -16.3459], [""siðe"", -16.3459], [""sije"", -16.3459], [""siqla"", -16.3618], [""s(ije)-"", -16.705], [""m̃ma"", -17.467], [""m̃mẽ"", -17.476], [""se"", -17.528]]"
daserate	nei	-17.5232	"[[""nei"", -17.5232], [""Piɡrẽi"", -18.1467], [""si-"", -19.0098], [""s(ije)-"", -19.1278], [""sixla-"", -19.2117], [""miɲti"", -19.5647], [""sije"", -19.8186], [""nipe"", -19.8186], [""siðe"", -19.8186], [""miða"", -19.8227]]"
dau	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
daut	me	-7.0214	"[[""me"", -7.0214], [""se"", -7.0214], [""ne"", -7.0214], [""mẽ"", -7.0214], [""m̃ma"", -8.3079], [""m̃mẽ"", -8.3199], [""sãma"", -9.0713], [""maxa"", -9.0784], [""maga"", -9.0784], [""nẽne"", -9.0838]]"
dauti	se	-10.5286	"[[""se"", -10.5286], [""mẽ"", -10.5286], [""me"", -10.5286], [""ne"", -10.5286], [""m̃ma"", -11.7893], [""m̃mẽ"", -11.8009], [""mara-"", -11.909], [""maxa-"", -11.916], [""nele₁"", -11.9284], [""nele₂"", -11.9284]]"
dautin	se	-14.0358	"[[""se"", -14.0358], [""me"", -14.0358], [""ne"", -14.0358], [""mẽ"", -14.0358], [""s(ije)-"", -14.3567], [""mara-"", -14.619], [""maxa-"", -14.6252], [""nele₂"", -14.6376], [""nele₁"", -14.6376], [""mla-"", -14.9983]]"
dautinu	s(ije)-	-16.8137	"[[""s(ije)-"", -16.8137], [""se"", -17.543], [""ne"", -17.543], [""me"", -17.543], [""mẽ"", -17.543], [""mara-"", -17.618], [""maxa-"", -17.6236], [""nele₂"", -17.636], [""nele₁"", -17.636], [""mla-"", -18.1078]]"
dautinui	s(ije)-	-19.6422	"[[""s(ije)-"", -19.6422], [""mara-"", -20.7413], [""ma-(ti)"", -20.743], [""maxa-"", -20.7464], [""nele₁"", -20.7588], [""nele₂"", -20.7588], [""me"", -21.0502], [""se"", -21.0502], [""mẽ"", -21.0502], [""ne"", -21.0502]]"
dautinuin	s(ije)-	-22.6442	"[[""s(ije)-"", -22.6442], [""ma-(ti)"", -23.2261], [""mara-"", -23.9356], [""maxa-"", -23.9402], [""nele₁"", -23.9526], [""nele₂"", -23.9526], [""nele(/i)-"", -24.2742], [""m̃me/i-"", -24.4526], [""mel-"", -24.4692], [""me"", -24.5574]]"
dautinuina	s(ije)-	-25.7475	"[[""s(ije)-"", -25.7475], [""ma-(ti)"", -25.9206], [""nele(/i)-"", -26.8057], [""mara-"", -27.1765], [""maxa-"", -27.1807], [""nele₁"", -27.1931], [""nele₂"", -27.1931], [""m̃me/i-"", -27.4898], [""mel-"", -27.6757], [""maxi-"", -27.7748]]"
daw	mɲn-	-6.8164	"[[""mɲn-"", -6.8164], [""stta"", -6.9157], [""sɲta"", -6.9157], [""nte"", -6.9224], [""mu-"", -8.3337], [""si-"", -8.3337], [""Jaɲ"", -8.4315], [""n͂tepi"", -8.6867], [""m̃ma"", -8.7028], [""m̃mẽ"", -8.7028]]"
dawa	mɲn-	-9.0587	"[[""mɲn-"", -9.0587], [""mltt-"", -9.0646], [""stta"", -9.7188], [""sɲta"", -9.7188], [""sɲne-"", -9.7612], [""mɲnu-"", -9.7612], [""nte"", -9.766], [""nun͂-"", -11.2142], [""n͂tepi"", -11.2195], [""si-"", -11.2714]]"
dawai	mɲn-	-11.7924	"[[""mɲn-"", -11.7924], [""mltt-"", -11.8813], [""mɲnu-"", -12.1986], [""sɲne-"", -12.1986], [""stta"", -12.8081], [""sɲta"", -12.8081], [""nte"", -12.878], [""s(ije)-"", -13.7268], [""nun͂-"", -13.8325], [""n͂tepi"", -14.0957]]"
dawaij	mɲn-	-14.7425	"[[""mɲn-"", -14.7425], [""mltt-"", -14.974], [""sɲne-"", -15.0164], [""mɲnu-"", -15.0164], [""stta"", -16.0149], [""sɲta"", -16.0149], [""nte"", -16.103], [""s(ije)-"", -16.2349], [""m̃mẽt(i)-"", -16.6249], [""nun͂-"", -16.6577]]"
dawaija	mɲn-	-17.8143	"[[""mɲn-"", -17.8143], [""sɲne-"", -18.0103], [""mɲnu-"", -18.0103], [""mltt-"", -18.1816], [""s(ije)-"", -18.983], [""m̃mẽt(i)-"", -19.0729], [""stta"", -19.2863], [""sɲta"", -19.2863], [""nte"", -19.3905], [""nun͂-"", -19.6097]]"
dij	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
dija	nun͂-	-11.2142	"[[""nun͂-"", -11.2142], [""si-"", -11.2714], [""mu-"", -11.2714], [""mɲn-"", -11.5046], [""mla-"", -11.5182], [""mel-"", -11.5182], [""m̃ma"", -11.5188], [""m̃mẽ"", -11.5188], [""is-"", -12.2286], [""mar"", -12.5619]]"
dik	si-	-8.3337	"[[""si-"", -8.3337], [""mu-"", -8.3337], [""mɲn-"", -8.6847], [""m̃mẽ"", -8.7028], [""m̃ma"", -8.7028], [""mel-"", -8.703], [""mla-"", -8.703], [""nun͂-"", -9.0051], [""is-"", -9.1389], [""nur"", -9.3539]]"
diki	nun͂-	-11.2142	"[[""nun͂-"", -11.2142], [""si-"", -11.2714], [""mu-"", -11.2714], [""mɲn-"", -11.5046], [""mla-"", -11.5182], [""mel-"", -11.5182], [""m̃ma"", -11.5188], [""m̃mẽ"", -11.5188], [""is-"", -12.2286], [""mar"", -12.5619]]"
dikit	mẽ	-10.5277	"[[""mẽ"", -10.5277], [""se"", -10.5277], [""me"", -10.5277], [""ne"", -10.5277], [""m̃ma"", -11.2516], [""m̃mẽ"", -11.2637], [""sãma"", -12.3433], [""maga"", -12.3489], [""maxa"", -12.3489], [""mere"", -12.3558]]"
dikite	nei	-10.5258	"[[""nei"", -10.5258], [""neni"", -13.833], [""trei"", -13.9131], [""ni"", -14.0216], [""si"", -14.0216], [""se"", -14.0225], [""ne"", -14.0225], [""me"", -14.0225], [""mẽ"", -14.0225], [""ai"", -14.0252]]"
dikites	nei	-14.033	"[[""nei"", -14.033], [""m̃me/i-"", -16.2926], [""maxi-"", -16.6529], [""si-"", -16.8635], [""s(ije)-"", -17.1265], [""neni"", -17.3143], [""trei"", -17.4202], [""si"", -17.5288], [""ni"", -17.5288], [""se"", -17.5297]]"
dikitesi	nei	-17.5402	"[[""nei"", -17.5402], [""m̃me/i-"", -19.1009], [""s(ije)-"", -19.4049], [""maxi-"", -19.4759], [""si-"", -19.6939], [""m̃mẽt(i)-"", -20.1095], [""nele(/i)-"", -20.7951], [""neni"", -20.7956], [""nere/i-"", -20.8196], [""nẽne/i-"", -20.8196]]"
dikitesir	nei	-21.0473	"[[""nei"", -21.0473], [""s(ije)-"", -22.0759], [""m̃me/i-"", -22.1806], [""m̃mẽt(i)-"", -22.5629], [""maxi-"", -22.5722], [""si-"", -22.8014], [""m̃mai(je)-"", -22.8911], [""nele(/i)-"", -23.1925], [""ma-(ti)"", -23.6353], [""nẽne/i-"", -23.8621]]"
dikitesira	nei	-24.5545	"[[""nei"", -24.5545], [""s(ije)-"", -24.9402], [""m̃mai(je)-"", -24.9964], [""m̃me/i-"", -25.3708], [""m̃mẽt(i)-"", -25.3889], [""maxi-"", -25.7826], [""nele(/i)-"", -25.9353], [""si-"", -26.0241], [""ma-(ti)"", -26.3908], [""nere/i-"", -27.0073]]"
dikitet	nei	-14.0321	"[[""nei"", -14.0321], [""mmaite"", -15.7614], [""m̃me/i-"", -16.292], [""meipẽme"", -16.3357], [""sãma"", -16.637], [""maga"", -16.6378], [""maxa"", -16.6378], [""mere"", -16.6484], [""nẽne"", -16.6484], [""meðe"", -16.6491]]"
dikitete	nei	-16.4397	"[[""nei"", -16.4397], [""γarãi"", -18.0985], [""Piɡrẽi"", -18.739], [""m̃me/i-"", -18.8454], [""s(ije)-"", -19.1532], [""mmaite"", -19.1572], [""neni"", -19.329], [""mara-"", -19.3595], [""maxa-"", -19.3608], [""nele₁"", -19.3668]]"
dikiteter	m̃me/i-	-19.6598	"[[""m̃me/i-"", -19.6598], [""nei"", -19.9472], [""m̃mai(je)-"", -20.3133], [""nere/i-"", -20.596], [""nẽne/i-"", -20.596], [""s(ije)-"", -20.7573], [""side/i-"", -20.8638], [""nure/i-"", -21.0321], [""ma-(ti)"", -21.4469], [""γarãi"", -21.6056]]"
dikitetere	m̃me/i-	-22.4773	"[[""m̃me/i-"", -22.4773], [""m̃mai(je)-"", -22.7161], [""nei"", -22.9415], [""s(ije)-"", -23.2878], [""nele(/i)-"", -23.3195], [""nẽne/i-"", -23.3305], [""nere/i-"", -23.3305], [""side/i-"", -23.6208], [""muneit(i)-"", -23.7562], [""nure/i-"", -23.8412]]"
dikitu	me	-14.0349	"[[""me"", -14.0349], [""mẽ"", -14.0349], [""se"", -14.0349], [""ne"", -14.0349], [""m̃ma"", -14.7404], [""m̃mẽ"", -14.7522], [""mara-"", -15.1814], [""maxa-"", -15.187], [""nele₂"", -15.1993], [""nele₁"", -15.1993]]"
dikituj	s(ije)-	-17.169	"[[""s(ije)-"", -17.169], [""ne"", -17.5421], [""mẽ"", -17.5421], [""se"", -17.5421], [""me"", -17.5421], [""mara-"", -17.9156], [""maxa-"", -17.9206], [""nele₁"", -17.933], [""nele₂"", -17.933], [""mla-"", -18.2141]]"
dikituja	s(ije)-	-19.629	"[[""s(ije)-"", -19.629], [""mara-"", -20.9343], [""maxa-"", -20.9389], [""nele₁"", -20.9513], [""nele₂"", -20.9513], [""mẽ"", -21.0493], [""se"", -21.0493], [""ne"", -21.0493], [""me"", -21.0493], [""mla-"", -21.3273]]"
dikitujas	s(ije)-	-22.4592	"[[""s(ije)-"", -22.4592], [""mara-"", -24.0742], [""maxa-"", -24.0784], [""nele₂"", -24.0908], [""nele₁"", -24.0908], [""ma-(ti)"", -24.2238], [""m̃me/i-"", -24.4394], [""mla-"", -24.5509], [""ne"", -24.5565], [""me"", -24.5565]]"
ead	is-	-6.7768	"[[""is-"", -6.7768], [""es"", -7.6916], [""iwe-"", -8.7027], [""ijãnis"", -8.8073], [""si-"", -8.9096], [""itsre"", -9.0354], [""=mẽ"", -9.098], [""ti-"", -9.1389], [""xi-"", -9.1389], [""miren"", -9.3183]]"
eadi	is-	-6.3567	"[[""is-"", -6.3567], [""ijas-"", -9.123], [""tis-"", -9.804], [""es"", -11.197], [""iwe-"", -11.5181], [""si-"", -11.7281], [""itsre"", -11.8501], [""=mẽ"", -11.9271], [""ijãnis"", -11.9757], [""mɲn-"", -12.1883]]"
eadik	is-	-9.1811	"[[""is-"", -9.1811], [""ijas-"", -11.9463], [""tis-"", -12.6283], [""iwe-"", -14.5107], [""es"", -14.7023], [""si-"", -14.7098], [""mɲn-"", -14.8637], [""itsre"", -14.9448], [""nun͂-"", -14.9723], [""=mẽ"", -15.0292]]"
eadiki	is-	-12.2866	"[[""is-"", -12.2866], [""ijas-"", -15.0501], [""tis-"", -15.7338], [""win(i)-"", -17.3162], [""nun͂-"", -17.3363], [""iwe-"", -17.6067], [""si-"", -17.7963], [""mɲn-"", -17.8354], [""itsre"", -18.1552], [""es"", -18.2076]]"
eadikit	is-	-15.5082	"[[""is-"", -15.5082], [""=mẽ"", -16.2027], [""itsre"", -16.6754], [""ijãna"", -16.7736], [""pise"", -17.4789], [""tise"", -17.4789], [""me"", -17.5421], [""se"", -17.5421], [""ne"", -17.5421], [""mẽ"", -17.5421]]"
eadikite	nei	-17.5402	"[[""nei"", -17.5402], [""is-"", -18.7937], [""γarãi"", -18.8013], [""Piɡrẽi"", -18.9198], [""=mẽ"", -19.6973], [""trei"", -19.8898], [""itsre"", -20.1689], [""ijãna"", -20.278], [""Puwẽi"", -20.7854], [""neni"", -20.7858]]"
eadikitet	nei	-21.0465	"[[""nei"", -21.0465], [""inaxe/i-"", -21.5283], [""is-"", -22.1194], [""itsre/i-"", -22.1389], [""əmmije"", -22.2209], [""γarãi"", -22.3052], [""Ssaxa"", -22.3123], [""Ssewa"", -22.3177], [""Piɡrẽi"", -22.4245], [""mmaite"", -22.4473]]"
eadikitete	nei	-23.4541	"[[""nei"", -23.4541], [""inaxe/i-"", -23.7183], [""γarãi"", -24.0965], [""Piɡrẽi"", -24.3973], [""ipre(/i)-"", -24.4931], [""win(i)-"", -24.5799], [""itsre/i-"", -24.5895], [""ite(/i)-"", -25.1531], [""Hutsetẽi"", -25.279], [""Hutseimi"", -25.3976]]"
edi	is-	-2.8526	"[[""is-"", -2.8526], [""ijas-"", -6.3244], [""tis-"", -6.3302], [""es"", -7.7523], [""si-"", -8.4523], [""iwe-"", -8.7027], [""itsre"", -9.0356], [""mɲn-"", -9.0879], [""=mẽ"", -9.0908], [""mu-"", -9.1032]]"
edij	is-	-5.6759	"[[""is-"", -5.6759], [""ijas-"", -9.1458], [""tis-"", -9.1535], [""es"", -11.2575], [""si-"", -11.3367], [""iwe-"", -11.5181], [""mɲn-"", -11.6953], [""mu-"", -11.8206], [""win(i)-"", -11.847], [""nun͂-"", -11.867]]"
edija	is-	-8.781	"[[""is-"", -8.781], [""ijas-"", -12.2481], [""tis-"", -12.2585], [""win(i)-"", -13.8476], [""nun͂-"", -14.1858], [""si-"", -14.3775], [""iwe-"", -14.5107], [""mɲn-"", -14.6175], [""es"", -14.7626], [""mu-"", -14.7634]]"
eid	is-	-6.7768	"[[""is-"", -6.7768], [""es"", -7.6916], [""iwe-"", -8.7027], [""ijãnis"", -8.8073], [""si-"", -8.9096], [""itsre"", -9.0354], [""=mẽ"", -9.098], [""ti-"", -9.1389], [""xi-"", -9.1389], [""miren"", -9.3183]]"
eida	is-	-6.3567	"[[""is-"", -6.3567], [""ijas-"", -9.123], [""tis-"", -9.804], [""es"", -11.197], [""iwe-"", -11.5181], [""si-"", -11.7281], [""itsre"", -11.8501], [""=mẽ"", -11.9271], [""ijãnis"", -11.9757], [""mɲn-"", -12.1883]]"
eidaj	is-	-9.1811	"[[""is-"", -9.1811], [""ijas-"", -11.9463], [""tis-"", -12.6283], [""iwe-"", -14.5107], [""es"", -14.7023], [""si-"", -14.7098], [""mɲn-"", -14.8637], [""itsre"", -14.9448], [""nun͂-"", -14.9723], [""=mẽ"", -15.0292]]"
eidaja	is-	-12.2866	"[[""is-"", -12.2866], [""ijas-"", -15.0501], [""tis-"", -15.7338], [""win(i)-"", -17.3162], [""nun͂-"", -17.3363], [""iwe-"", -17.6067], [""si-"", -17.7963], [""mɲn-"", -17.8354], [""itsre"", -18.1552], [""es"", -18.2076]]"
