Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
čäkä-	tʃækæ-	TSAKA	wiktionary_cat	-	-
čëppa-	tʃëppa-	TSPPA	wiktionary_cat	-	-
čëče	tʃëtʃe	TSTSE	wiktionary_cat	-	-
ďëme	ďëme	ME	wiktionary_cat	-	-
ďümä	ďymæ	UMA	wiktionary_cat	-	-
ĺomćɜ	ʎomtɕɜ	OMTS	wiktionary_cat	-	-
ńale-	ɲale-	NALE	wiktionary_cat	-	-
ńaŋkće	ɲaŋktɕe	NANKTSE	wiktionary_cat	-	-
ńijne	ɲijne	NIYNE	wiktionary_cat	-	-
ńire-	ɲire-	NIRE	wiktionary_cat	-	-
ńiŋe	ɲiŋe	NINE	wiktionary_cat	-	-
ńolke	ɲolke	NOLKE	wiktionary_cat	-	-
ńoma	ɲoma	NOMA	wiktionary_cat	-	-
ńore	ɲore	NORE	wiktionary_cat	-	-
ńukśe	ɲukɕe	NUKSE	wiktionary_cat	-	-
ńurme	ɲurme	NURME	wiktionary_cat	-	-
ńäle-	ɲæle-	NALE	wiktionary_cat	-	-
ńälmä	ɲælmæ	NALMA	wiktionary_cat	-	-
ńële	ɲële	NLE	wiktionary_cat	-	-
ńëre	ɲëre	NRE	wiktionary_cat	-	-
ńëčke	ɲëtʃke	NTSKE	wiktionary_cat	-	-
ńüke-	ɲyke-	NUKE	wiktionary_cat	-	-
ńüre	ɲyre	NURE	wiktionary_cat	-	-
ńᴕkkɜ	ɲᴕkkɜ	NKK	wiktionary_cat	-	-
śada-	ɕada-	SADA	wiktionary_cat	-	-
śajwa	ɕajwa	SAYWA	wiktionary_cat	-	-
śala	ɕala	SALA	wiktionary_cat	-	-
śale	ɕale	SALE	wiktionary_cat	-	-
śale-	ɕale-	SALE	wiktionary_cat	-	-
śarna	ɕarna	SARNA	wiktionary_cat	-	-
śarwe	ɕarwe	SARWE	wiktionary_cat	-	-
śawe	ɕawe	SAWE	wiktionary_cat	-	-
śaŋke	ɕaŋke	SANKE	wiktionary_cat	-	-
śaδa-	ɕaδa-	SAA	wiktionary_cat	-	-
śe	ɕe	SE	wiktionary_cat	-	-
śelkä	ɕelkæ	SELKA	wiktionary_cat	-	-
śeppä	ɕeppæ	SEPPA	wiktionary_cat	-	-
śepä	ɕepæ	SEPA	wiktionary_cat	-	-
śerɜ	ɕerɜ	SER	wiktionary_cat	-	-
śečä	ɕetʃæ	SETSA	wiktionary_cat	-	-
śijele	ɕijele	SIYELE	wiktionary_cat	-	-
śilä	ɕilæ	SILA	wiktionary_cat	-	-
śine	ɕine	SINE	wiktionary_cat	-	-
śojma	ɕojma	SOYMA	wiktionary_cat	-	-
śolke	ɕolke	SOLKE	wiktionary_cat	-	-
śoma-	ɕoma-	SOMA	wiktionary_cat	-	-
śonta	ɕonta	SONTA	wiktionary_cat	-	-
śopa	ɕopa	SOPA	wiktionary_cat	-	-
śowja	ɕowja	SOWYA	wiktionary_cat	-	-
śoďa	ɕoďa	SOA	wiktionary_cat	-	-
śoδka	ɕoδka	SOKA	wiktionary_cat	-	-
śukke	ɕukke	SUKKE	wiktionary_cat	-	-
śuma	ɕuma	SUMA	wiktionary_cat	-	-
śure	ɕure	SURE	wiktionary_cat	-	-
śurɜ	ɕurɜ	SUR	wiktionary_cat	-	-
śuwe	ɕuwe	SUWE	wiktionary_cat	-	-
śäkće	ɕæktɕe	SAKTSE	wiktionary_cat	-	-
śälä-	ɕælæ-	SALA	wiktionary_cat	-	-
śänä	ɕænæ	SANA	wiktionary_cat	-	-
śänčɜ	ɕæntʃɜ	SANTS	wiktionary_cat	-	-
śäčä	ɕætʃæ	SATSA	wiktionary_cat	-	-
śäŋe	ɕæŋe	SANE	wiktionary_cat	-	-
śäśnä	ɕæɕnæ	SASNA	wiktionary_cat	-	-
śëlkaw	ɕëlkaw	SLKAW	wiktionary_cat	-	-
śëme	ɕëme	SME	wiktionary_cat	-	-
śëta	ɕëta	STA	wiktionary_cat	-	-
śüde	ɕyde	SUDE	wiktionary_cat	-	-
śüdäme	ɕydæme	SUDAME	wiktionary_cat	-	-
śüklä	ɕyklæ	SUKLA	wiktionary_cat	-	-
śᴕwɜ	ɕᴕwɜ	SW	wiktionary_cat	-	-
šappa	ʃappa	SAPPA	wiktionary_cat	-	-
šerɜ	ʃerɜ	SER	wiktionary_cat	-	-
šeŋkä	ʃeŋkæ	SENKA	wiktionary_cat	-	-
šiŋere	ʃiŋere	SINERE	wiktionary_cat	-	-
šoje	ʃoje	SOYE	wiktionary_cat	-	-
šorwa	ʃorwa	SORWA	wiktionary_cat	-	-
šukta	ʃukta	SUKTA	wiktionary_cat	-	-
šupa	ʃupa	SUPA	wiktionary_cat	-	-
šure-	ʃure-	SURE	wiktionary_cat	-	-
