Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
Qarñnaxa	Qarɲnaxa	0ARNNAKA	palaeolexicon	personal_name	-
Qasa	kjasa	KYASA	palaeolexicon	personal_name	-
Qañnuwili	Qaɲnuwili	0ANNUWILI	palaeolexicon	personal_name	-
Qele	kele	KELE	palaeolexicon	theonym	-
qla	kʷla	KLA	palaeolexicon	courtyard	-
qãn	kʷãn	KN	palaeolexicon	to_destroy	-
Qñtbeddi	Qɲtbeddi	0NTBEDDI	palaeolexicon	personal_name	-
Qñturahis	Qɲturaxis	0NTURAKIS	palaeolexicon	personal_name	-
Sbelimi	Sbelimi	0BELIMI	palaeolexicon	personal_name	-
Sbikezijẽi	Sbiketsijẽi	0BIKETSIYI	palaeolexicon	personal_name	-
Sbiκaza	Sbiκatsa	0BIATSA	palaeolexicon	personal_name	-
se	se	SE	palaeolexicon	and	-
Sedeplm̃mi	seðeplm̃mi	SEDEPLMMI	palaeolexicon	personal_name	-
Sederija	seðerija	SEDERIYA	palaeolexicon	personal_name	-
side	siðe	SIDE	palaeolexicon	son_in_law	-
sije-	sije	SIYE	palaeolexicon	to_lie	-
sixla	siqla	SIKLA	palaeolexicon	shekel	-
Slm̃mewe	Slm̃mewe	0LMMEWE	palaeolexicon	personal_name	-
sm̃ma-	səm.ma	SEMMA	palaeolexicon	to_bind	-
Sppartalija-	sppartalija	SPPARTALIYA	palaeolexicon	land_of_sparta	-
Sppartaze	Sppartatse	0PPARTATSE	palaeolexicon	spartan	-
Sppeñtaza	Sppeɲtatsa	0PPENTATSA	palaeolexicon	personal_name	-
Ssaha	Ssaxa	0SAKA	palaeolexicon	personal_name	-
Ssepije	Ssepije	0SEPIYE	palaeolexicon	personal_name	-
Ssewa	Ssewa	0SEWA	palaeolexicon	personal_name	-
Stemaha	Stemaxa	0TEMAKA	palaeolexicon	personal_name	-
stta-	stta	STTA	palaeolexicon	to_stand	-
sttala-	sttala	STTALA	palaeolexicon	stele	-
sttrat	sttrat	STTRAT	palaeolexicon	general	-
Sttule	Sttule	0TTULE	palaeolexicon	personal_name	-
Suxina	suqina	SUKINA	palaeolexicon	personal_name	-
Sxxulije	sqqulije	SKKULIYE	palaeolexicon	personal_name	-
Sxxutrazi	Sxxutratsi	0KKUTRATSI	palaeolexicon	personal_name	-
Sãma	sãma	SMA	palaeolexicon	samos	-
Sñnete	Sɲnete	0NNETE	palaeolexicon	personal_name	-
ta-	ta	TA	palaeolexicon	to_put	-
tama-	tama	TAMA	palaeolexicon	house	-
tarbi-	tarbi	TARBI	palaeolexicon	to_overpower	-
Tbuwe	Tbuwe	0BUWE	palaeolexicon	personal_name	-
Tebursseli	Tebursseli	0EBURSSELI	palaeolexicon	personal_name	-
tede	teðe	TEDE	palaeolexicon	father	-
Tele	Tele	0ELE	palaeolexicon	personal_name	-
Telebehi	Telebexi	0ELEBEKI	palaeolexicon	place_name	-
Telexuzi	Telexutsi	0ELEKUTSI	palaeolexicon	personal_name	-
teli	teli	TELI	palaeolexicon	where	-
telẽzije	telẽtsije	TELTSIYE	palaeolexicon	military_camp	-
Temusemuta	Temusemuta	0EMUSEMUTA	palaeolexicon	personal_name	-
tere	tere	TERE	palaeolexicon	territory	-
teri	teri	TERI	palaeolexicon	when	-
teri-	teri	TERI	palaeolexicon	three	-
Terssixle	terssiqle	TERSSIKLE	palaeolexicon	personal_name	-
tese	tese	TESE	palaeolexicon	oath	-
tesẽti-	tesẽti	TESTI	palaeolexicon	oath	-
tetere	tetere	TETERE	palaeolexicon	city	-
Tettm̃pe	Tettm̃pe	0ETTMPE	palaeolexicon	personal_name	-
tewe	tewe	TEWE	palaeolexicon	eye	-
tezi-	tetsi-	TETSI	palaeolexicon	sarcophagus	-
Teθθiweibi	Teθθiweibi	0ETTIWEIBI	palaeolexicon	personal_name	-
ti	ti	TI	palaeolexicon	who	-
tibe	tibe	TIBE	palaeolexicon	or	-
tideimi	tiðeimi	TIDEIMI	palaeolexicon	son	-
tidere	tiðere	TIDERE	palaeolexicon	collacteus	-
tihe	tixe	TIKE	palaeolexicon	any	-
tija-	tija	TIYA	palaeolexicon	penalty	-
tike	tike	TIKE	palaeolexicon	someone	-
tise	tise	TISE	palaeolexicon	anyone	-
Tla	tla	TLA	palaeolexicon	tlos	-
Tlah	Tlax	0LAK	palaeolexicon	tloan	-
trbbe-	trbbe	TRBBE	palaeolexicon	to_oppose	-
trbbeite-	trbbeite	TRBBEITE	palaeolexicon	opposing	-
trbbele	trbbele	TRBBELE	palaeolexicon	hostile	-
trijere	trijere	TRIYERE	palaeolexicon	trireme	-
trisñne	trisɲne	TRISNNE	palaeolexicon	three-year-old	-
Trm̃mili	trm̃mili	TRMMILI	palaeolexicon	lycian	-
Trm̃mis	trm̃mis	TRMMIS	palaeolexicon	lycia	-
Trqqñt	Trkʷkʷɲt	0RKKNT	palaeolexicon	storm_god	-
Trus-	trus	TRUS	palaeolexicon	town_name	-
tti-	tti	TTI	palaeolexicon	to_pay	-
tube-	tube	TUBE	palaeolexicon	to_strike	-
tubeiti	tubeiti	TUBEITI	palaeolexicon	strike	-
Tuburehi	Tuburexi	0UBUREKI	palaeolexicon	tyberissos	-
tuhe	tuxe	TUKE	palaeolexicon	nephew	-
tukedri	tukeðri	TUKEDRI	palaeolexicon	statue	-
Tuminehi	Tuminexi	0UMINEKI	palaeolexicon	tymnessos	-
tuwe	tuwe	TUWE	palaeolexicon	place	-
tuwere	tuwere	TUWERE	palaeolexicon	celebrant	-
tuwi	tuwi	TUWI	palaeolexicon	ritual_offering	-
tãmada-	tãmaða	TMADA	palaeolexicon	house_complex	-
uba-	uba	UBA	palaeolexicon	grant	-
ube-	ube	UBE	palaeolexicon	to_dedicate	-
ubete	ubete	UBETE	palaeolexicon	offered	-
Udreki	uðreki	UDREKI	palaeolexicon	place_name	-
uhi	uxi	UKI	palaeolexicon	year	-
uhuzata	uxutsata	UKUTSATA	palaeolexicon	yearly_tribute	-
ukehezi	ukexetsi	UKEKETSI	palaeolexicon	place_name	-
urublije	urublije	URUBLIYE	palaeolexicon	monument	-
Utãna	utãna	UTNA	palaeolexicon	place_name	-
uwadraxi	uwaðraqi	UWADRAKI	palaeolexicon	bovine_sacrifice	-
wasaza	wasatsa	WASATSA	palaeolexicon	priest	-
wawadra	wawaðra	WAWADRA	palaeolexicon	herd	-
Wedre	weðre	WEDRE	palaeolexicon	rhodiapolis	-
Wedri(je)	weðri(je)	WEDRIYE	palaeolexicon	watery	-
weh	wex	WEK	palaeolexicon	pasture	-
Xadawãti	qaðawãti	KADAWTI	palaeolexicon	kadyanda	-
xaha	xaxa	KAKA	palaeolexicon	altar	-
xahba	xaxba	KAKBA	palaeolexicon	grandchild	-
xal-	qal	KAL	palaeolexicon	to_control	-
xali	qali	KALI	palaeolexicon	precinct	-
xawa	qawa	KAWA	palaeolexicon	sheep	-
xaxakba	qaqakba	KAKAKBA	palaeolexicon	kakasbos	-
xba	qba	KBA	palaeolexicon	to_inflict	-
Xba	qba	KBA	palaeolexicon	hebat	-
xbai-	qbai	KBAI	palaeolexicon	to_irrigate	-
Xbane	qbane	KBANE	palaeolexicon	kyaneai	-
Xbide	qbiðe	KBIDE	palaeolexicon	place_name	-
xddaza	xddatsa	KDDATSA	palaeolexicon	slave	-
xruwe	qruwe	KRUWE	palaeolexicon	offering_table	-
xruwete	qruwete	KRUWETE	palaeolexicon	votive_offering	-
xssadrapa	qssaðrapa	KSSADRAPA	palaeolexicon	satrap	-
xtta-	qtta	KTTA	palaeolexicon	to_harm	-
xuga	xuɡa	KUGA	palaeolexicon	grandfather	-
xupa	qupa	KUPA	palaeolexicon	tomb	-
xurzaze	xurtsatse	KURTSATSE	palaeolexicon	figures_in_a_carving	-
xurze-	xurtse-	KURTSE	palaeolexicon	to_carve	-
xuwa	quwa	KUWA	palaeolexicon	to_stand_close_to	-
Xãkbi	qãkbi	KKBI	palaeolexicon	kandyba	-
xñna	xɲna	KNNA	palaeolexicon	grandmother	-
xñta	xɲta	KNTA	palaeolexicon	to_entrust	-
xñtawa-	xɲtawa-	KNTAWA	palaeolexicon	to_rule	-
xñtawat(i)	xɲtawat(i)	KNTAWATI	palaeolexicon	king	-
xñtawta	xɲtawta	KNTAWTA	palaeolexicon	rule	-
za	tsa	TSA	palaeolexicon	allotment	-
Zagaba	Zaɡaba	0AGABA	palaeolexicon	lagbos	-
zala-	tsala-	TSALA	palaeolexicon	to_take_a_share	-
zas-	tsas-	TSAS	palaeolexicon	to_deliver	-
zata-	tsata-	TSATA	palaeolexicon	tribute	-
ze-	tse-	TSE	palaeolexicon	to_assign_a_share_to	-
Zemuris	t͡semuris	SEMURIS	palaeolexicon	of_limyra	-
Zeus	t͡seus	SEUS	palaeolexicon	zeus	-
ziti	tsiti	TSITI	palaeolexicon	time	-
zum̃ma	tsum̃ma	TSUMMA	palaeolexicon	harm	-
zxxa	tsxxa	TSKKA	palaeolexicon	fight	-
zxxaza	tsxxatsa	TSKKATSA	palaeolexicon	fighter	-
Zẽmure	t͡sẽmure	SMURE	palaeolexicon	limyra	-
*hber-	xber-	KBER	ediana	(unknown)	-
*mñn-	mɲn-	MNN	ediana	fertile_(?)	-
*law-	law-	LAW	ediana	to_show_reverence	-
*ah-	ax-	AK	ediana	to_remain	-
*haxã(n)-	xaxã(n)-	KAKN	ediana	service_(?)	-
(†)pẽnẽ	(†)pẽnẽ	PN	ediana	(unknown)	-
*xe/i-	xe/i-	KEI	ediana	offering	-
*pijatra-	pijatra-	PIYATRA	ediana	daughter-in-law_(?)	-
*zxxa-	tsxxa-	TSKKA	ediana	fight	-
*zxxe-(ti)	tsxxe-(ti)	TSKKETI	ediana	to_fight	-
*mu-	mu-	MU	ediana	four	-
*weri-	weri-	WERI	ediana	to_help	-
(†)sernitẽ	(†)sernitẽ	SERNIT	ediana	(unknown)	-
*tem-/m̃m-	tem-/m̃m-	TEMMM	ediana	to_build	-
*tlle-	tlle-	TLLE	ediana	payment	-
*xuda-	xuda-	KUDA	ediana	haste	-
*kume/i-	kume/i-	KUMEI	ediana	(unknown)	-
*puna-	puna-	PUNA	ediana	(unknown)	-
*wezz-	wetsts-	WETSTS	ediana	to_request	-
teli-(ti)	teli-(ti)	TELITI	ediana	to_exhort_(?)	-
*pije-	pije-	PIYE	ediana	act_of_giving_(?)	-
*xuwa-(di)	xuwa-(di)	KUWADI	ediana	to_walk_(?)	-
mar-(ti)	mar-(ti)	MARTI	ediana	to_order	-
*mije-(ti)	mije-(ti)	MIYETI	ediana	to_grow	-
*trm͂me/i-	trm͂me/i-	TRMMEI	ediana	nail	-
*ti-(ti)	ti-(ti)	TITI	ediana	to_cause_(sth.)_to_be_paid	-
†ahñta-	†axɲta-	AKNTA	ediana	possession	-
esbẽt(i)-	esbẽt(i)-	ESBTI	ediana	horseman_(?)	-
gara-	ɡara-	GARA	ediana	agora	-
m̃mije-(ti)	m̃mije-(ti)	MMIYETI	ediana	(verb_of_building(?))	-
*tebeheze/i- (tabahaza)	tebexetse/i- (tabaxatsa)	TEBEKETSEITABAKATSA	ediana	olympian_(?)	-
*wasa-	wasa-	WASA	ediana	(unknown)	-
*tm͂mãt-	tm͂mãt-	TMMT	ediana	ear_(?)	-
*zuw-	tsuw-	TSUW	ediana	portion	-
*pasba-	pasba-	PASBA	ediana	small_livestock	-
*tẽpe(/i)-	tẽpe(/i)-	TPEI	ediana	(unknown)	-
*zi-	tsi-	TSI	ediana	to_end_(vel_sim.)	-
uhazit(i)-	uxatsit(i)-	UKATSITI	ediana	end_of_the_year_(?)	-
*xra-(di)	xra-(di)	KRADI	ediana	to_offer_(as_compensation)	-
*ad-	ad-	AD	ediana	to_eat	-
dda-	dda-	DDA	ediana	to_give	-
*tewe-(ti)	tewe-(ti)	TEWETI	ediana	to_see	-
*mñnu-	mɲnu-	MNNU	ediana	fertile_(?)	-
*wedr-/udr-	wedr-/udr-	WEDRUDR	ediana	water	-
*nun͂-	nun͂-	NUN	ediana	nine	-
*sñne-	sɲne-	SNNE	ediana	(unknown)	-
*s(ije)-	s(ije)-	SIYE	ediana	to_bind_(?)	-
*tide-	tide-	TIDE	ediana	teat	-
*tub-	tub-	TUB	ediana	to_strike	-
*kb-/tu-	kb-/tu-	KBTU	ediana	two	-
*xb-	xb-	KB	ediana	to_join	-
*ql-/*tel-	kʷl-/tel-	KLTEL	ediana	to_turn	-
*ter-	ter-	TER	ediana	to_cut	-
*ipre(/i)-	ipre(/i)-	IPREI	ediana	open_field	-
*xñt-	xɲt-	KNT	ediana	forehead	-
*trija, *tri	trija, tri	TRIYATRI	ediana	three	-
*hle/i-	xle/i-	KLEI	ediana	great_(?)	-
*hla-	xla-	KLA	ediana	praise	-
*xehe-(ti)	xexe-(ti)	KEKETI	ediana	to_procreate	-
*is-	is-	IS	ediana	to_sit	-
*mltt-	mltt-	MLTT	ediana	honey	-
†pddãti(je)-	†pddãti(je)-	PDDTIYE	ediana	of_the_place	-
*xtt-	xtt-	KTT	ediana	to_pierce	-
*eru-	eru-	ERU	ediana	high	-
esbe/i-	esbe/i-	ESBEI	ediana	horse	-
*para-(ti)	para-(ti)	PARATI	ediana	to_carry_(off)	-
tub(e)i-(di)	tub(e)i-(di)	TUBEIDI	ediana	to_destroy	-
*tabah-	tabax-	TABAK	ediana	sky	-
*xa-	xa-	KA	ediana	to_be_warm	-
*win(i)-	win(i)-	WINI	ediana	wine	-
*trbb-	trbb-	TRBB	ediana	to_hand_over	-
trbb(e)i-(di)	trbb(e)i-(di)	TRBBEIDI	ediana	to_hand_over	-
*ure/i-	ure/i-	UREI	ediana	great	-
pu-(di)	pu-(di)	PUDI	ediana	to_engrave	-
ppuwe-(ti)	ppuwe-(ti)	PPUWETI	ediana	to_inscribe	-
*uraza-	uratsa-	URATSA	ediana	the_greatest_one	-
hrzze/i-	xrtstse/i-	KRTSTSEI	ediana	upper	-
hrihe-	xrixe-	KRIKE	ediana	supreme_power_(?)	-
epñnẽne/i-	epɲnẽne/i-	EPNNNEI	ediana	younger_brother	-
nere/i-	nere/i-	NEREI	ediana	sister	-
nẽne/i-	nẽne/i-	NNEI	ediana	brother	-
prñnawa-(ti)	prɲnawa-(ti)	PRNNAWATI	ediana	to_build	-
prñnawa-	prɲnawa-	PRNNAWA	ediana	grave-house	-
trepe-	trepe-	TREPE	ediana	to_turn_(?)	-
*mel-	mel-	MEL	ediana	mental_power_(?)	-
trbẽtadra-	trbẽtadra-	TRBTADRA	ediana	(unknown)	-
trbbele/i-	trbbele/i-	TRBBELEI	ediana	hostile_(?)	-
trbbẽ	trbbẽ	TRBB	ediana	(unknown)	-
tarb(e)i-(di)	tarb(e)i-(di)	TARBEIDI	ediana	to_trample	-
trbbe-(ti)	trbbe-(ti)	TRBBETI	ediana	to_tread_on	-
*mruwe-	mruwe-	MRUWE	ediana	black	-
*pigame/i-	piɡame/i-	PIGAMEI	ediana	glorified_(?)	-
prñnezi(je)-	prɲnetsi(je)-	PRNNETSIYE	ediana	household_member_(vel_sim.)	-
prñna(?)	prɲna(?)	PRNNA	ediana	house(s)_(?)	-
es-(di)	es-(di)	ESDI	ediana	(unknown)	-
hñti	xɲti	KNTI	ediana	together_(vel_sim.)	-
lada-	lada-	LADA	ediana	wife	-
min͂te/i-	min͂te/i-	MINTEI	ediana	mindis_(institution)	-
adru	adru	ADRU	ediana	bowl	-
adm̃ma-	adm̃ma-	ADMMA	ediana	(unknown)	-
ada-	ada-	ADA	ediana	(currency_unit)	-
ñnahi(je)-	ɲnaxi(je)-	NNAKIYE	ediana	(unknown)	-
n͂tepi	n͂tepi	NTEPI	ediana	in	-
puh-(ti)	pux-(ti)	PUKTI	ediana	to_engrave	-
ti-	ti-	TI	ediana	who	-
=ti	=ti	TI	ediana	(refl._pron.)	-
tideime/i-	tideime/i-	TIDEIMEI	ediana	son	-
tike (tdike)	tike (tdike)	TIKETDIKE	ediana	any	-
tisn͂, tise	tisn͂, tise	TISNTISE	ediana	anyone	-
tubehid-	tubexid-	TUBEKID	ediana	(unknown)	-
tuhes-	tuxes-	TUKES	ediana	nephew	-
tukedre/i-	tukedre/i-	TUKEDREI	ediana	statue	-
wedre/i-	wedre/i-	WEDREI	ediana	city-state_(?)	-
xahba-	xaxba-	KAKBA	ediana	grandchild	-
xθθã(n)-	xθθã(n)-	KTTN	ediana	monument	-
θurtta-	θurtta-	TURTTA	ediana	(a_family_official)	-
es-(ti)	es-(ti)	ESTI	ediana	to_be	-
ahata-	axata-	AKATA	ediana	peace	-
ahãma-	axãma-	AKMA	ediana	occupation_(?)	-
a	a	A	ediana	(unknown)	-
ãnabaha-	ãnabaxa-	NABAKA	ediana	(a_divine_agent)	-
am͂mãme/i-	am͂mãme/i-	AMMMEI	ediana	full-grown	-
alãma-	alãma-	ALMA	ediana	name	-
aladehxxa-(ti)	aladexxxa-(ti)	ALADEKKKATI	ediana	to_make_ready_for_allocation_(?)	-
aladehala-	aladexala-	ALADEKALA	ediana	(official_of_a_necropolis)	-
ahbalawija	axbalawija	AKBALAWIYA	ediana	(unknown)	-
asa-(ti)	asa-(ti)	ASATI	ediana	to_love	-
as-(ti)	as-(ti)	ASTI	ediana	to_make_(imperf.)	-
aruwãti(je)-	aruwãti(je)-	ARUWTIYE	ediana	high	-
arm̃ma-	arm̃ma-	ARMMA	ediana	moon(-god)	-
arseze/i-	arsetse/i-	ARSETSEI	ediana	(unknown)	-
armanaza-	armanatsa-	ARMANATSA	ediana	dragoman	-
app-(ti)	app-(ti)	APPTI	ediana	to_take	-
ãxrahidije-	ãxraxidije-	KRAKIDIYE	ediana	(unknown)	-
ãxra-	ãxra-	KRA	ediana	(unknown)	-
axãt(i)-	axãt(i)-	AKTI	ediana	(sacrificial_officiant)_(?)	-
axãtaza-	axãtatsa-	AKTATSA	ediana	priest_of_animal_sacrifice_(?)	-
axadaza-	axadatsa-	AKADATSA	ediana	(an_official)_(?)	-
awahai(je)-	awaxai(je)-	AWAKAIYE	ediana	of_the_awaha	-
awaha- (awasa-)	awaxa- (awasa-)	AWAKAAWASA	ediana	(group_of_officials_in_a_necropolis)	-
atra-/atla-	atra-/atla-	ATRAATLA	ediana	person	-
asawãzala-	asawãtsala-	ASAWTSALA	ediana	(professional_title)	-
ddeweze(/i)-	ddewetse(/i)-	DDEWETSEI	ediana	(unknown)	-
dderlidi	dderlidi	DDERLIDI	ediana	(unknown)	-
dderije-(ti)	dderije-(ti)	DDERIYETI	ediana	to_curse_(?)	-
ddeipñt(i)-	ddeipɲt(i)-	DDEIPNTI	ediana	(unknown)	-
ddaijanadite	ddaijanadite	DDAIYANADITE	ediana	(unknown)	-
da-(di)	da-(di)	DADI	ediana	to_give	-
=be	=be	BE	ediana	(quotative_particle)	-
azi	atsi	ATSI	ediana	us_(?)	-
tuwe-(ti)	tuwe-(ti)	TUWETI	ediana	to_place_(vertically)	-
=de	=de	DE	ediana	(local_particle)	-
uhazata-	uxatsata-	UKATSATA	ediana	yearly_delivery/interval	-
hike(/i)-	xike(/i)-	KIKEI	ediana	fig_(?)	-
ddewi-(ti)	ddewi-(ti)	DDEWITI	ediana	to_make_a_gift_(?)	-
ddeze-(di)	ddetse-(di)	DDETSEDI	ediana	to_assign_a_share_of_a_grave_(vel_sim.)_(?)	-
ẽ	ẽ		ediana	(conditional_particle)	-
ebeila	ebeila	EBEILA	ediana	(local_adverb)	-
ebeli	ebeli	EBELI	ediana	here	-
ebi(je)-	ebi(je)-	EBIYE	ediana	local	-
ebttehe/i- (epttehe/i-)	ebttexe/i- (epttexe/i-)	EBTTEKEIEPTTEKEI	ediana	their	-
ebuθis-	ebuθis-	EBUTIS	ediana	indigenous_(?)	-
ẽke (ãka, ñke)	ẽke (ãka, ɲke)	KEKANKE	ediana	when	-
ekebura-	ekebura-	EKEBURA	ediana	relative(s)_(?)	-
ẽkepi	ẽkepi	KEPI	ediana	when	-
eli	eli	ELI	ediana	away_(?)	-
elihala-	elixala-	ELIKALA	ediana	(a_title)	-
elijã(na)-	elijã(na)-	ELIYNA	ediana	nymph	-
ẽmi(je)-	ẽmi(je)-	MIYE	ediana	my	-
ẽmu	ẽmu	MU	ediana	i	-
[.]epartaise(/i)-	[.]epartaise(/i)-	EPARTAISEI	ediana	(unknown)	-
ep(e)i-(di)	ep(e)i-(di)	EPEIDI	ediana	to_give_(vel_sim.)	-
epenẽtija-(ti)	epenẽtija-(ti)	EPENTIYATI	ediana	(unknown)	-
epewẽtlm̃mẽi	epewẽtlm̃mẽi	EPEWTLMMI	ediana	people_dwelling_in_the_vicinity	-
epirije-(ti)	epirije-(ti)	EPIRIYETI	ediana	(unknown)	-
epre/i-	epre/i-	EPREI	ediana	back	-
epri-(ti)	epri-(ti)	EPRITI	ediana	to_come_as_back-up_(?)	-
erawazije-	erawatsije-	ERAWATSIYE	ediana	memorial	-
erbbe(/i)-	erbbe(/i)-	ERBBEI	ediana	battle	-
erẽple/i-	erẽple/i-	ERPLEI	ediana	deity_(vel_sim.)	-
eri	eri	ERI	ediana	(preverb)	-
eri-(ti)	eri-(ti)	ERITI	ediana	to_raise	-
erije-(ti)	erije-(ti)	ERIYETI	ediana	to_arise	-
erublije-	erublije-	ERUBLIYE	ediana	monument_(vel_sim.)	-
eruwe-(ti)	eruwe-(ti)	ERUWETI	ediana	raise	-
ese	ese	ESE	ediana	(unknown)	-
esedeñnewe-	esedeɲnewe-	ESEDENNEWE	ediana	descendants	-
esehe/i-	esexe/i-	ESEKEI	ediana	(unknown)	-
esẽnẽmla-	esẽnẽmla-	ESNMLA	ediana	lord	-
eseri	eseri	ESERI	ediana	away_(?)	-
ete/i-	ete/i-	ETEI	ediana	father_(?)	-
ẽtre/i-	ẽtre/i-	TREI	ediana	lower	-
=ewẽ	=ewẽ	EW	ediana	(particle)	-
galadrẽm̃ma	ɡaladrẽm̃ma	GALADRMMA	ediana	(unknown)	-
gasabala-	ɡasabala-	GASABALA	ediana	treasurer_(?)	-
ha-(ti)	xa-(ti)	KATI	ediana	to_release	-
alaha-(di) (aladeha-(di))	alaxa-(di) (aladexa-(di))	ALAKADIALADEKADI	ediana	to_assign	-
ha-(di)	xa-(di)	KADI	ediana	to_release	-
hata-	xata-	KATA	ediana	statement	-
haxãna-	xaxãna-	KAKNA	ediana	(a_person)	-
hãxxa-(ti)	xãxxa-(ti)	KKKATI	ediana	(unknown)	-
hba-(ti)	xba-(ti)	KBATI	ediana	to_be_able_to_(?)	-
hberus-	xberus-	KBERUS	ediana	(unknown)	-
hẽkene	xẽkene	KKENE	ediana	(unknown)	-
hẽmene/i-	xẽmene/i-	KMENEI	ediana	combined_(?)	-
hexis(ñta)	xexis(ɲta)	KEKISNTA	ediana	(unknown)	-
hha-(ti)	xxa-(ti)	KKATI	ediana	to_defer	-
hijãna-	xijãna-	KIYNA	ediana	to_unify_(?)	-
hla(i)-(di)	xla(i)-(di)	KLAIDI	ediana	to_expand	-
hlm̃mipijata-	xlm̃mipijata-	KLMMIPIYATA	ediana	profit	-
hlm͂me/i-	xlm͂me/i-	KLMMEI	ediana	addition_(vel_sim.)	-
hm̃me-	xm̃me-	KMME	ediana	(unknown)	-
hppñterus-	xppɲterus-	KPPNTERUS	ediana	(punishing_agent)	-
hqqdaime/i-	xkʷkʷdaime/i-	KKKDAIMEI	ediana	(unknown)	-
hriqere(/i)-	xrikʷere(/i)-	KRIKEREI	ediana	(unknown)	-
hriqla-	xrikʷla-	KRIKLA	ediana	high_precinct	-
hrixñtawata-	xrixɲtawata-	KRIKNTAWATA	ediana	supreme_rule	-
hrixuwãma-	xrixuwãma-	KRIKUWMA	ediana	the_supervising_one_(vel_sim.)	-
hrkkele/i-	xrkkele/i-	KRKKELEI	ediana	(unknown)	-
hrm̃mad(i)-	xrm̃mad(i)-	KRMMADI	ediana	temenos	-
hrm̃maza-(ti)	xrm̃matsa-(ti)	KRMMATSATI	ediana	to_make_in_charge_of_the_temenos_(?)	-
hrm̃muwe-	xrm̃muwe-	KRMMUWE	ediana	(unknown)	-
hruttla	xruttla	KRUTTLA	ediana	(unknown)	-
htta/e-	xtta/e-	KTTAE	ediana	to_be_angry	-
httẽme/i-	xttẽme/i-	KTTMEI	ediana	anger	-
hublehe/i-	xublexe/i-	KUBLEKEI	ediana	(unknown)	-
humeli(je)-	xumeli(je)-	KUMELIYE	ediana	legitimate_(?)	-
huwedre/i-	xuwedre/i-	KUWEDREI	ediana	all	-
ihiqla-	ixikʷla-	IKIKLA	ediana	(a_sort_of_precinct)	-
ijas-	ijas-	IYAS	ediana	(unknown)	-
ije-(ti)	ije-(ti)	IYETI	ediana	to_buy	-
ikeze/i-	iketse/i-	IKETSEI	ediana	(unknown)	-
ikuwaza-	ikuwatsa-	IKUWATSA	ediana	(a_title)	-
inahe/i-	inaxe/i-	INAKEI	ediana	the_sick_ones_(?)	-
iprehe/i-	iprexe/i-	IPREKEI	ediana	(animal)_of_the_open_country	-
irijẽm̃m[	irijẽm̃m[	IRIYMM	ediana	(unknown)	-
isbazije-	isbatsije-	ISBATSIYE	ediana	bench	-
itaza-	itatsa-	ITATSA	ediana	(a_title)	-
ite-(ti)	ite-(ti)	ITETI	ediana	to_do_justice_(?)	-
ite(/i)-	ite(/i)-	ITEI	ediana	judicial_court_(?)	-
itlehe/i-	itlexe/i-	ITLEKEI	ediana	members_of_the_jury_(?)	-
iwe-	iwe-	IWE	ediana	(unknown)	-
izre/i-	itsre/i-	ITSREI	ediana	hand	-
kbbida-	kbbida-	KBBIDA	ediana	(unknown)	-
kbijazza-	kbijatstsa-	KBIYATSTSA	ediana	double_share_(?)	-
kbi(je)-	kbi(je)-	KBIYE	ediana	other	-
kbijẽteze/i-	kbijẽtetse/i-	KBIYTETSEI	ediana	second	-
kbijẽt(i)-	kbijẽt(i)-	KBIYTI	ediana	two	-
kbisñne/i-	kbisɲne/i-	KBISNNEI	ediana	two-year_old	-
kbisñtãta	kbisɲtãta	KBISNTTA	ediana	twenty	-
kdu-	kdu-	KDU	ediana	(unknown)	-
kebei(je)-	kebei(je)-	KEBEIYE	ediana	(unknown)	-
kehixñta-	kexixɲta-	KEKIKNTA	ediana	(unknown)	-
keruti(je)-	keruti(je)-	KERUTIYE	ediana	(unknown)	-
kete-	kete-	KETE	ediana	(a_title)	-
kirunumeze-	kirunumetse-	KIRUNUMETSE	ediana	(unknown)	-
km̃me/i-	km̃me/i-	KMMEI	ediana	as_many_(as)_(?)	-
km̃mẽt(i)-	km̃mẽt(i)-	KMMTI	ediana	how(ever)_many	-
kñtuni	kɲtuni	KNTUNI	ediana	(unknown)	-
kuma-	kuma-	KUMA	ediana	sacrifice_(?)	-
kumaliha-	kumalixa-	KUMALIKA	ediana	(unknown)	-
kumaza-(ti)	kumatsa-(ti)	KUMATSATI	ediana	to_perform_a_sacrifice	-
kumaza-	kumatsa-	KUMATSA	ediana	sacrificing_priest	-
kumehe-	kumexe-	KUMEKE	ediana	sacrificial_animal	-
kumez(e)i-(di)	kumets(e)i-(di)	KUMETSEIDI	ediana	to_sacrifice	-
kumezi(je)-	kumetsi(je)-	KUMETSIYE	ediana	pertaining_to_the_sacrificing_priest	-
la-(ti)	la-(ti)	LATI	ediana	to_be_dead	-
lãta-	lãta-	LTA	ediana	dead	-
lataza-	latatsa-	LATATSA	ediana	member_of_the_dead	-
lawi-	lawi-	LAWI	ediana	to_respect_(?)	-
lihbeze	lixbetse	LIKBETSE	ediana	(unknown)	-
ma-(ti)	ma-(ti)	MATI	ediana	(unknown)	-
maha(na)-	maxa(na)-	MAKANA	ediana	god	-
mahanahidi	maxanaxidi	MAKANAKIDI	ediana	service_of_the_gods_(vel_sim.)	-
mahinaza-	maxinatsa-	MAKINATSA	ediana	(a_title)	-
